frame,class,x1,y1,x2,y2,confidence,side,X_m,Y_m
1,person,1570.6619,610.6459,1614.1648,696.1201,0.8389,right,87.43649042807284,13.538544129790283
1,person,359.162,720.4056,394.4987,825.0319,0.8309,right,72.09321933140873,14.44337837303737
1,person,1309.3292,444.9961,1351.7079,517.6307,0.8306,right,92.02602917475785,23.607154368299188
1,person,872.3088,362.0194,905.3077,422.5215,0.8059,right,91.60243600049196,32.54904343514986
1,person,326.4726,495.3363,364.1439,570.0075,0.7937,right,79.20229789910812,27.10854044623126
1,person,1276.7509,393.066,1308.4103,463.8164,0.7875,right,94.1926992083537,27.072563356546112
1,person,222.1838,513.3112,256.0189,595.1781,0.7818,right,77.20437204612875,26.500422265619076
1,person,127.8812,970.6912,168.2781,1079.4738,0.7774,right,64.49231234484479,6.0305454380782795
1,person,1228.4814,432.1544,1264.1669,501.7386,0.7698,right,91.82915601686713,25.008792442645355
1,person,591.0994,589.0695,631.5176,672.9591,0.7651,right,78.65678299742109,19.854540897703245
1,person,1850.0527,808.0115,1894.1998,920.4902,0.7592,right,82.944224457642,4.566763000358032
1,person,375.3384,306.073,400.7633,366.3679,0.7537,right,88.47455968629195,41.39460391833624
1,person,1157.9642,356.2255,1187.3988,412.3432,0.7353,right,95.20497569637213,30.903661118934004
1,person,775.222,416.4857,805.7922,492.3484,0.7169,right,87.48087647567993,28.98349734181811
1,person,776.3842,367.5857,802.8856,426.7323,0.6361,right,90.21180041461369,32.98164077780458
1,person,1123.6688,707.411,1178.2731,793.2124,0.6227,right,80.1354340664007,11.644456302683158
1,sports ball,1186.3608,849.4365,1204.5959,866.3232,0.6006,right,77.45895583005372,7.447393496235264
1,person,1151.1256,728.4542,1198.748,796.4349,0.4955,right,79.98637592252389,11.052904406967574
1,person,1033.4393,931.5905,1075.2247,1052.2332,0.4539,right,72.9877208907093,3.676642034164302
2,person,535.4803,687.6166,580.0,786.0651,0.8572,right,74.86525982438278,15.102073068601909
2,person,359.3653,723.8785,397.7364,825.9278,0.845,right,72.05377560422971,14.340562712701061
2,person,1369.1654,814.968,1439.8386,903.8113,0.8432,right,79.21364141074191,6.5479245200766485
2,person,997.2647,454.2801,1028.5779,525.9489,0.8403,right,88.31289441803867,25.177087591222694
2,person,1575.3417,613.5024,1617.4006,695.6506,0.84,right,87.4285172503707,13.467676316490682
2,person,1309.3661,447.196,1354.7067,517.4041,0.8313,right,91.99574522733374,23.54025088694751
2,person,327.6583,494.3023,365.5999,569.6064,0.818,right,79.24409569621321,27.144294334499527
2,person,596.3033,590.6827,637.3519,672.7304,0.8167,right,78.69135095789353,19.787102065910442
2,person,1280.1471,394.2538,1309.7424,463.1975,0.8047,right,94.20326859028745,27.037840208766575
2,person,861.2421,638.1306,905.3718,724.8593,0.7996,right,79.75535644294777,15.910939131036859
2,person,873.8423,361.157,905.8397,422.733,0.7953,right,91.63099439590994,32.56451430749392
2,person,1229.3309,431.2097,1266.8058,501.4374,0.7874,right,91.87670401097614,25.034580799937498
2,person,222.9438,513.4641,256.8102,594.3732,0.7871,right,77.22473183951105,26.51516531637653
2,person,127.6791,970.5439,168.3571,1079.5481,0.7796,right,64.49240903816961,6.031957593864289
2,person,1850.6375,808.2713,1893.7859,920.3198,0.7666,right,82.94361767325658,4.565031010517047
2,person,375.0157,306.0342,400.6277,366.436,0.7491,right,88.4708323437772,41.39547931133465
2,person,775.6124,417.3488,805.7772,492.3203,0.7175,right,87.46398968556478,28.954473964756797
2,person,1165.0756,356.2482,1189.9922,412.1514,0.7078,right,95.26280900972502,30.8723262681272
2,person,776.0081,367.7451,802.322,427.2785,0.6506,right,90.18859772575911,32.95952908719545
2,person,1037.0302,930.5892,1076.2815,1009.6805,0.5972,right,73.49805009239567,4.3288518885875815
2,person,1157.6965,722.5707,1205.1282,796.8505,0.565,right,80.12800506655873,11.13061223779507
2,person,1123.8524,706.858,1181.0421,792.8365,0.5304,right,80.16318855424383,11.65615935874737
3,person,536.6774,688.5511,579.5332,785.5569,0.8763,right,74.86286656851729,15.090775014033824
3,person,358.9829,724.6945,397.877,829.4908,0.848,right,71.99602324977708,14.24698052787617
3,person,997.1465,455.3242,1030.8256,526.8018,0.8427,right,88.28241162745712,25.113000675872367
3,person,1579.853,612.694,1619.9432,701.335,0.8379,right,87.37087993202618,13.34590464061937
3,person,331.2648,494.2836,365.9301,569.4813,0.8221,right,79.2693368132737,27.135165874445455
3,person,601.1574,590.6027,639.4415,672.1128,0.8048,right,78.73917960301594,19.7848590843655
3,person,878.6157,360.4087,907.3168,422.3687,0.8031,right,91.69539247539524,32.58018020643236
3,person,223.8994,514.2409,257.7227,594.9205,0.7969,right,77.21222555220918,26.468166576730976
3,person,1231.4911,431.6715,1269.0579,501.4465,0.7841,right,91.8885831178915,25.00566006386861
3,person,127.5933,970.6317,168.1993,1079.5233,0.7803,right,64.49075423875611,6.031411996825919
3,person,1373.0431,816.1978,1430.1199,905.4604,0.7791,right,79.14930976275578,6.51126476253648
3,person,870.5579,641.2607,909.7322,723.9904,0.7759,right,79.78593699424297,15.823523568915562
3,person,1280.5298,394.4716,1312.7142,462.1168,0.772,right,94.24274766584358,27.05347184380383
3,person,1311.0356,449.3062,1357.5038,517.0631,0.7711,right,91.97754692017645,23.474742281678655
3,person,374.6072,306.2542,400.5175,367.603,0.7593,right,88.43046737980838,41.33645799930688
3,person,1850.208,807.7543,1893.533,920.3892,0.7533,right,82.94735419441976,4.573375108077143
3,person,1123.7279,706.4592,1188.7421,793.3546,0.7354,right,80.19615031527672,11.636109160545567
3,person,1170.3334,354.7098,1194.0463,411.2581,0.7348,right,95.37952895958857,30.9218250240793
3,person,775.4825,417.3207,805.9752,493.4109,0.714,right,87.44022320106312,28.91906586641516
3,person,1162.4982,726.9608,1209.0762,796.9968,0.6717,right,80.0992017516593,11.021453850685367
3,person,775.336,368.0065,802.1789,427.3922,0.6643,right,90.17443969118014,32.94903991323155
3,person,1038.071,930.7316,1077.7906,1007.3502,0.6022,right,73.53374423565373,4.357758309816752
3,sports ball,1199.9478,858.9657,1215.2155,873.631,0.5701,right,77.33972895272746,7.108434449793466
4,person,357.8226,726.0778,397.3671,831.7205,0.8635,right,71.94120019980927,14.17361509204578
4,person,536.3725,688.5899,580.0104,786.0141,0.8599,right,74.85671898690606,15.07935809107157
4,person,1000.1816,455.5789,1031.115,528.2933,0.8348,right,88.2616553176883,25.049557657499978
4,person,1584.2124,614.6241,1622.3767,707.3889,0.8316,right,87.25541695963635,13.159211076022633
4,person,332.7195,493.6989,366.0488,569.1828,0.8189,right,79.29478655868853,27.157364370531067
4,person,603.3206,589.6541,643.281,672.7301,0.8122,right,78.77599790133182,19.77596564141902
4,person,1313.361,448.3593,1359.9467,516.9758,0.8091,right,92.02585252935341,23.489205792752028
4,person,224.3283,515.1135,257.7337,594.7968,0.8089,right,77.20161764179177,26.443705302845295
4,person,1371.0938,816.5175,1419.0935,906.2761,0.8084,right,79.07866713603262,6.518175203331849
4,person,880.623,641.4998,916.1125,723.5744,0.8019,right,79.86936496528587,15.784584436348842
4,person,126.7946,970.5947,167.4253,1079.7068,0.7925,right,64.48238653461482,6.032079379963704
4,person,1233.5109,433.075,1269.4866,501.3591,0.7758,right,91.87030685003967,24.95794546754695
4,person,1280.6647,393.9651,1315.6591,463.9201,0.7755,right,94.22622599541488,27.001438096502394
4,person,882.4779,359.2882,908.3053,422.3989,0.7738,right,91.75124474448347,32.600599624105456
4,person,1169.5382,355.0239,1197.1381,412.2278,0.7591,right,95.35745577456593,30.867990324165024
4,person,1850.4291,807.8364,1892.6627,920.6647,0.7557,right,82.93955614856866,4.5689733244378266
4,person,373.8008,306.5841,399.3637,366.7091,0.7461,right,88.43292748075301,41.37074600274687
4,person,1123.9377,707.4091,1197.4041,793.5397,0.7243,right,80.21950587840304,11.592753599964812
4,person,774.806,422.1808,805.8968,495.3297,0.7064,right,87.28244506834588,28.69823085772226
4,person,774.6086,369.0182,800.84,429.3366,0.6899,right,90.08823557003288,32.8491110094204
4,person,1097.5944,306.6304,1118.9177,360.372,0.6461,right,97.34005677340308,35.17449766700514
4,person,1039.5485,930.1296,1077.9237,1006.9061,0.6431,right,73.55246719318096,4.370865277381751
4,person,1158.3436,728.4822,1210.4601,796.5707,0.5753,right,80.07005473402238,11.006332711137205
4,sports ball,1204.7626,862.8608,1220.6045,879.0294,0.5615,right,77.26090489684661,6.929425892303174
4,person,691.598,994.242,734.6661,1078.2167,0.4578,right,69.19890301341384,3.586060026741642
5,person,537.9752,688.8826,578.688,786.0707,0.8726,right,74.85318032786815,15.070916024309877
5,person,357.8389,729.7747,397.2874,834.2463,0.8701,right,71.86103493176508,14.040740641770798
5,person,1001.1949,457.7057,1031.2789,528.1578,0.8441,right,88.22413389132537,24.986037628477707
5,person,608.3809,590.7858,646.1841,675.071,0.8432,right,78.75964276262087,19.66424503821365
5,person,1587.6112,616.3196,1625.2599,711.4973,0.8375,right,87.1779963303365,13.020903047435395
5,person,890.4786,639.8049,923.0697,723.7526,0.8282,right,79.97620933395537,15.775218598130374
5,person,1237.2588,433.4191,1271.3842,501.295,0.8161,right,91.89309142541171,24.930689062437736
5,person,225.4003,515.7397,258.8562,594.0471,0.8128,right,77.21638462953362,26.440035163525486
5,person,336.3212,494.0397,366.4917,569.5236,0.7988,right,79.30528335879582,27.122028387264184
5,person,1281.4255,395.8773,1317.261,465.1749,0.7929,right,94.1588202203154,26.89272989781124
5,person,886.9233,358.7088,910.7173,422.8895,0.7841,right,91.7927347221174,32.57661238405123
5,person,126.2501,970.7205,167.5865,1079.9974,0.7838,right,64.47696116295401,6.026113454870406
5,person,1851.4589,808.1737,1892.4467,918.5949,0.7672,right,82.96795210309202,4.594730932748221
5,person,1170.9789,353.882,1200.3224,414.2312,0.7557,right,95.35956534283527,30.820078129709277
5,person,1364.6763,820.24,1408.3578,907.1503,0.7352,right,78.94300560570952,6.475381991043896
5,person,1324.9303,447.9424,1364.3448,517.559,0.7274,right,92.10343971006719,23.432921063136934
5,person,373.0052,306.3189,398.7203,367.1027,0.7088,right,88.42025529716287,41.3718796540952
5,person,1097.7339,308.6048,1119.3275,360.4926,0.7061,right,97.281738440039,35.090724267211264
5,person,774.0923,369.8718,800.4725,430.8036,0.6993,right,90.02498724955872,32.76790432583843
5,person,774.9086,423.1719,805.9523,496.067,0.6663,right,87.2443238505895,28.640860320875138
5,person,1131.1816,706.9126,1209.0944,789.4717,0.601,right,80.3763103084396,11.63989405206156
5,person,1040.8738,929.9262,1081.036,1007.9855,0.5983,right,73.56105373875964,4.349164341764384
5,person,1165.9347,726.9529,1215.2084,796.7838,0.4575,right,80.14605634468799,11.003872969865505
6,person,539.2696,689.7677,577.8671,785.9909,0.8822,right,74.84416813234795,15.051900677165062
6,person,357.7895,731.9871,397.5357,837.2092,0.8743,right,71.79587009091253,13.930046729905735
6,person,611.6735,590.8616,650.963,679.0131,0.8502,right,78.7348469499987,19.538705085645233
6,person,1591.2037,618.4446,1631.5247,714.2512,0.8479,right,87.13385796952379,12.893942645092688
6,person,1004.3291,459.4314,1031.4613,529.2784,0.8449,right,88.17929175143935,24.890008064445254
6,person,893.2742,636.6638,933.5245,724.3032,0.8188,right,80.08307271213778,15.799621700213562
6,person,226.1798,516.0854,259.9006,597.0883,0.8132,right,77.16752656236069,26.330176763821008
6,person,1343.0415,823.1342,1408.2197,908.8239,0.8081,right,78.78838210402931,6.442372951027675
6,person,338.9451,493.4798,369.2432,569.4612,0.8033,right,79.34766638415716,27.122893320087915
6,person,1282.3752,395.3459,1318.4401,465.9757,0.7997,right,94.16324144799498,26.876742422126075
6,person,1240.8612,433.5843,1273.907,501.6831,0.7921,right,91.91191602475986,24.893658660314784
6,person,125.9853,970.5599,167.9901,1079.9221,0.776,right,64.47968268484078,6.029643857154849
6,person,889.2977,360.1934,913.2951,423.4698,0.7736,right,91.7677534758285,32.48195169953799
6,person,1329.6486,449.1031,1366.9795,516.2566,0.7701,right,92.14420294829468,23.41331413113566
6,person,1173.6575,353.7047,1203.674,413.5138,0.7691,right,95.41676611188139,30.828270628699613
6,person,1850.4728,807.8699,1892.3809,918.889,0.7639,right,82.96385262172589,4.596880275424978
6,person,373.8539,306.5215,398.6056,367.7596,0.7042,right,88.40204317315401,41.33031429149688
6,person,1042.0956,929.9152,1081.4146,1010.2874,0.6944,right,73.54156464236337,4.3110015841363305
6,person,1098.2314,309.0613,1120.14,360.4631,0.6916,right,97.27668342988733,35.06862596045879
6,person,773.4148,369.7586,799.6538,430.3486,0.6895,right,90.03054998596048,32.794586816785795
6,person,777.4493,424.5506,805.1865,496.4115,0.6386,right,87.21541845744049,28.57790494162608
6,person,1145.0485,706.0779,1229.5948,798.4832,0.5651,right,80.40824462337628,11.397043879424297
7,person,540.4005,689.8083,578.078,785.8827,0.8812,right,74.85178295333324,15.04998411679347
7,person,357.0029,732.8806,397.4342,838.619,0.8678,right,71.76211003264227,13.883302598391168
7,person,617.267,592.7197,658.2414,679.2263,0.8558,right,78.76731745452444,19.449157138315584
7,person,1596.4054,621.8992,1633.3231,718.1016,0.8507,right,87.03312416045586,12.723623330162166
7,person,1006.239,459.9226,1032.8815,529.8657,0.8252,right,88.17333683760204,24.84680802931196
7,person,896.5602,637.3125,944.3945,725.1539,0.8198,right,80.12792937584692,15.728517874251255
7,person,339.1767,493.4282,373.9012,569.508,0.8142,right,79.37576209607961,27.106123360501755
7,person,228.3287,516.5303,259.9203,596.658,0.813,right,77.1797075863896,26.322382757220915
7,person,1284.3956,395.9312,1320.3182,467.2925,0.8088,right,94.13589400232341,26.802955271150818
7,person,1333.9453,449.0114,1371.527,517.1302,0.8042,right,92.1710956602151,23.362330648061942
7,person,1245.3007,432.4322,1275.5226,501.9585,0.799,right,91.96406861214909,24.89973209954891
7,person,1335.7928,825.1161,1408.0525,916.4949,0.7929,right,78.62621848234743,6.29604667603253
7,person,892.0607,359.5436,915.0637,424.4435,0.7846,right,91.78527055584401,32.45226058964721
7,person,1850.5631,807.8655,1892.6547,919.0543,0.7783,right,82.9629866703756,4.593652452285566
7,person,125.8827,970.5665,168.1501,1079.87,0.7759,right,64.48034522681459,6.030265920231462
7,person,1176.6655,354.4501,1207.9945,414.1178,0.7688,right,95.4204765920977,30.752990750947816
7,person,374.1646,306.568,399.0432,367.3882,0.7213,right,88.41551451290123,41.34115909777559
7,person,1098.1333,310.1281,1121.0146,360.6198,0.7024,right,97.24528260324435,35.017887977660614
7,person,1045.9995,929.898,1083.7617,1011.6909,0.6911,right,73.5519103221929,4.278165912615532
7,person,778.3718,420.8405,805.4176,496.9669,0.6851,right,87.29301661882648,28.677290254830773
7,person,773.5708,370.2865,799.5645,429.2106,0.6645,right,90.04621370175845,32.81659395453855
7,person,1156.2838,707.9562,1238.7653,798.7293,0.5881,right,80.46886681500146,11.307722926808285
7,sports ball,1220.5836,877.2149,1237.0089,892.2358,0.4338,right,77.03845530994505,6.40124375512671
7,person,314.6877,227.1664,331.9251,272.0116,0.4166,right,92.65600629909143,50.532768339782734
8,person,540.859,690.8447,578.1954,784.9152,0.8871,right,74.85366960646665,15.046996811134274
8,person,355.2883,733.4626,397.3178,839.2505,0.8635,right,71.73760039185093,13.862043112504754
8,person,1318.4821,826.6106,1402.5011,920.978,0.8632,right,78.44885278704555,6.242041354559508
8,person,621.5629,595.6678,661.2975,681.194,0.856,right,78.72399631024139,19.303761234130285
8,person,1009.1567,461.5269,1035.2198,529.4557,0.8379,right,88.17506969076517,24.793830392379462
8,person,1599.7368,625.4501,1637.7122,718.1348,0.8304,right,87.00320407681858,12.630019454795308
8,person,901.2108,637.1962,954.3324,729.4182,0.829,right,80.13181619142665,15.596368408920991
8,person,337.1304,493.2003,376.9858,572.0662,0.8267,right,79.33832067020133,27.0297309453354
8,person,1285.5267,395.8767,1321.1177,467.0397,0.8143,right,94.15377358042048,26.805910126459626
8,person,229.577,516.8242,260.4451,595.8394,0.8137,right,77.19905850386647,26.33241096762598
8,person,1335.9341,445.256,1376.2438,517.4601,0.7971,right,92.28488150765898,23.4394019222605
8,person,893.4269,360.233,918.5422,425.6346,0.7951,right,91.76446720389534,32.364975415068066
8,person,1245.3099,433.8394,1277.7881,502.6742,0.7946,right,91.92585933145517,24.828579606420426
8,person,1850.6594,807.9963,1892.7784,918.8059,0.7864,right,82.96557909884042,4.595089001955773
8,person,1165.8918,708.069,1249.6211,808.6653,0.7803,right,80.40857200129133,11.06246677619955
8,person,125.99,970.5685,168.056,1079.8717,0.7674,right,64.48037160740279,6.030180956917006
8,person,1178.7877,354.3372,1210.1859,416.0795,0.7563,right,95.39422623859448,30.671951070974924
8,person,1100.223,310.9627,1122.9003,360.3924,0.7382,right,97.25012521693732,34.977642438928825
8,person,374.2316,306.3866,398.5654,367.2278,0.7054,right,88.42199450004452,41.35825193733288
8,person,778.3138,420.6433,805.7393,496.8092,0.6885,right,87.3025086001609,28.68800223868132
8,person,1047.8937,929.6786,1085.1021,1011.6286,0.6787,right,73.56867484846411,4.276505118004114
8,person,773.566,370.3064,799.8578,429.5616,0.6683,right,90.0385948113227,32.80190407864853
8,sports ball,1224.6768,881.5309,1239.6229,896.9718,0.6614,right,76.94975235273755,6.237576113533283
8,person,314.5285,226.0941,332.4661,270.9677,0.4268,right,92.72580954448607,50.64466055012356
9,person,540.9018,691.4361,578.4842,785.2256,0.8893,right,74.8425955044157,15.026223818160322
9,person,354.8328,735.7143,397.5824,841.5244,0.8664,right,71.67915848106429,13.766674796892016
9,person,905.6629,640.8975,973.6404,731.6628,0.8565,right,80.15121262209934,15.400464889265884
9,person,1010.8516,461.2587,1036.1362,529.2117,0.836,right,88.20013745476741,24.80041849089414
9,person,337.0541,494.5782,381.0962,572.4255,0.8332,right,79.32909996163683,26.96163977577401
9,person,630.0764,597.1802,663.061,680.8726,0.8317,right,78.7575052329207,19.24436694596508
9,person,1603.0686,629.5099,1643.4001,718.2232,0.8052,right,86.96906254259032,12.521823328653959
9,person,1337.8495,444.8343,1378.9915,519.4608,0.8049,right,92.27187196782988,23.378886105989665
9,person,230.0708,516.7407,261.0303,596.2094,0.8038,right,77.20023001766803,26.319998865277555
9,person,1246.4568,434.2052,1279.7576,504.2702,0.798,right,91.89588093552014,24.759574442114918
9,person,1850.3379,808.0844,1893.958,919.0615,0.7815,right,82.96405311063894,4.588042445461805
9,person,893.0673,362.1426,922.8619,426.3672,0.7764,right,91.71909699938654,32.25385809286417
9,person,1287.1166,396.6043,1321.848,467.399,0.7736,right,94.13864563757953,26.763482153360094
9,person,1316.6426,829.3083,1391.915,923.2766,0.7719,right,78.32925376296937,6.1837763476904
9,person,125.7393,970.6727,167.8837,1080.0,0.7674,right,64.47640373202212,6.02725195289045
9,person,1099.9712,312.0443,1123.6663,360.3199,0.7081,right,97.22354722177766,34.93641033151208
9,person,373.9171,306.6961,398.8793,367.8851,0.7036,right,88.39620597679304,41.31542848175544
9,person,1048.595,929.7495,1086.5333,1011.5515,0.6955,right,73.57767494132928,4.2726575547405075
9,person,1183.4792,356.1634,1212.0529,413.7257,0.6941,right,95.44432165445167,30.665283402978353
9,person,773.6547,370.325,799.9889,432.2997,0.6745,right,89.97092369704576,32.70052808224596
9,person,778.1019,421.1608,806.2509,497.3091,0.6651,right,87.28121176414318,28.653481543361494
9,sports ball,1229.4113,886.5953,1245.1887,901.9476,0.6471,right,76.86415254248753,6.051543059731246
9,person,1167.0518,706.0184,1252.9495,812.7056,0.5827,right,80.39867217926418,11.013134741539618
9,person,314.4125,226.0556,332.4132,270.7651,0.4094,right,92.73231159321556,50.658630709710835
9,person,953.8304,222.6237,977.0453,277.0317,0.4033,right,100.95231994623609,43.658435697974895
10,person,540.1804,691.5989,580.1815,788.8938,0.8691,right,74.79348599895789,14.939224689704224
10,person,353.2567,736.6469,397.2932,842.469,0.8621,right,71.64614742797127,13.731561765653362
10,person,1012.1863,460.9189,1039.5364,529.3054,0.8406,right,88.23064020926532,24.79205370851121
10,person,912.2498,642.6309,981.7046,731.7772,0.8393,right,80.19251281205901,15.32105410590796
10,person,338.3228,495.7487,383.4449,571.5712,0.8339,right,79.34390388565134,26.939321628093637
10,person,1605.9258,631.1455,1647.3977,718.1424,0.8289,right,86.97190636152503,12.47298892003242
10,person,637.6962,600.0028,667.1436,680.8565,0.822,right,78.77162166929145,19.14039327786325
10,person,1247.079,432.7991,1282.0496,505.0119,0.8112,right,91.92663934713971,24.769724395446406
10,person,1340.1162,444.8048,1380.8792,519.6724,0.8093,right,92.28877483594454,23.36027474637658
10,person,231.8594,516.9957,262.3614,596.4569,0.8025,right,77.20931781982081,26.29408299920045
10,person,894.7145,363.2466,926.0468,427.1874,0.7974,right,91.69721937754187,32.16546255689393
10,person,1850.428,808.2572,1894.7908,919.3191,0.7872,right,82.96153155400954,4.579508548514431
10,person,125.6811,970.5471,167.9731,1080.0,0.7777,right,64.47766090789506,6.029213813052402
10,person,1288.2667,397.3629,1323.3729,468.5274,0.7527,right,94.1053135128149,26.694651936908645
10,person,1101.0178,311.0491,1124.6986,359.7264,0.7451,right,97.28182426991212,34.989201050332944
10,person,374.1491,307.5364,399.1289,367.168,0.7148,right,88.39601471481166,41.30769252542841
10,person,1051.3236,930.1313,1087.8557,1009.8342,0.7093,right,73.60991317796761,4.285648830942274
10,person,1316.1428,829.2482,1371.9845,926.2191,0.6939,right,78.20419750200608,6.1764455072703575
10,person,779.0874,418.7443,806.6847,497.2207,0.6746,right,87.34575811227062,28.730707560045797
10,person,774.8095,370.1853,800.0374,430.5801,0.6527,right,90.02436747069287,32.76350012777975
10,person,1189.7682,357.7562,1214.4105,413.619,0.5546,right,95.45151800223552,30.580504502263924
10,person,954.9045,221.4867,976.4608,276.8936,0.4421,right,100.99885208370289,43.716134395699356
11,person,539.9092,692.5363,580.7277,789.5796,0.8652,right,74.77203268097777,14.902785726273871
11,person,352.0811,738.1931,397.136,842.5225,0.8564,right,71.61931478730796,13.701045827122723
11,person,338.5175,496.1694,384.7423,571.9926,0.8419,right,79.33678721722072,26.90797136132645
11,person,1013.6027,461.864,1040.6566,530.2728,0.839,right,88.20219853591597,24.726809913015117
11,person,1342.1569,445.7357,1384.0948,518.613,0.8292,right,92.31850153061598,23.34706103425414
11,person,1310.9595,831.9009,1359.1022,925.9641,0.8246,right,78.09569346464184,6.172468251093317
11,person,1608.3805,633.6144,1649.0138,718.0167,0.823,right,86.94808571678352,12.414591349776565
11,person,644.4782,600.2832,672.5468,681.2594,0.8174,right,78.82325936145016,19.08856855860239
11,person,1247.0894,434.144,1284.7798,504.9007,0.8144,right,91.91184617285252,24.72378715577861
11,person,232.0335,517.4872,262.8444,596.222,0.8071,right,77.20859271346126,26.284023730996562
11,person,1849.92,808.3103,1896.1791,919.5626,0.8013,right,82.96077876109301,4.573165804269289
11,person,125.7396,970.4592,167.7752,1079.9155,0.782,right,64.47856811870894,6.032257540550418
11,person,894.3527,364.894,928.1173,427.6754,0.7771,right,91.65222062838319,32.08192314216192
11,person,1291.4181,398.7044,1323.943,469.2664,0.753,right,94.07268551023644,26.616217564472695
11,person,373.8901,308.525,399.4214,369.4114,0.7369,right,88.31021855316611,41.16468857503904
11,person,931.682,646.0957,990.9554,735.8411,0.7219,right,80.20995550273132,15.07875729638309
11,person,779.4294,418.314,807.8833,497.2858,0.7028,right,87.36264641442878,28.73714342448827
11,person,1055.1699,930.1027,1090.1343,1004.5124,0.6701,right,73.69691780437793,4.35650035185641
11,person,1101.2965,313.2794,1125.6588,361.5534,0.6497,right,97.17033598532612,34.827085221942674
11,person,775.1411,370.4973,799.5271,428.8515,0.6291,right,90.05880225433398,32.81590668525573
11,person,1195.7574,358.2696,1216.3411,414.448,0.5903,right,95.45860264272747,30.503652278936475
11,person,701.2533,991.8049,746.4417,1078.423,0.4809,right,69.311424048626,3.580682423980278
12,person,540.3224,695.033,581.7048,792.3129,0.8671,right,74.70557262652042,14.78439159537914
12,person,350.8428,739.1327,396.679,842.9095,0.8549,right,71.5941707916277,13.677200758170882
12,person,1013.1393,462.1178,1043.2775,530.9363,0.8434,right,88.19355828353821,24.692447718521315
12,person,338.9628,496.4253,386.1146,572.9835,0.8326,right,79.32402481723317,26.862948297969037
12,person,232.2548,517.4982,264.5211,596.4307,0.8185,right,77.21562353731449,26.270893835426467
12,person,648.3054,599.6141,676.8878,681.6166,0.8098,right,78.87057210563441,19.073168817048497
12,person,1247.6704,436.0002,1286.5951,505.0373,0.8068,right,91.8774594699692,24.656437266341847
12,person,1610.9573,633.9598,1650.095,723.217,0.8051,right,86.86509727944919,12.291141260341885
12,person,1850.0128,808.3466,1897.2493,919.1595,0.8024,right,82.9707833819652,4.576738825966189
12,person,945.4929,649.5804,994.0818,736.8413,0.8016,right,80.21956629435827,14.93561916572195
12,person,125.7245,970.4941,167.6348,1079.8923,0.7936,right,64.47776554382504,6.0323683683874725
12,person,895.0096,366.6526,928.4015,427.39,0.783,right,91.61987897890265,32.025321708630585
12,person,1293.7395,398.7051,1325.2509,469.2077,0.7621,right,94.09318453335412,26.605404251965012
12,person,1057.1338,927.4794,1091.2844,1002.8463,0.7509,right,73.75931340509035,4.416784086123196
