,frame,track_id,cx,cy,x1,y1,x2,y2,confidence,row_in_frame,class,side,X_m,Y_m,role
47,2,9,239.877,553.9187,222.9438,513.4641,256.8102,594.3732,0.7871,1,person,right,77.22473183951105,26.51516531637653,player
48,2,2,346.6291,531.9544,327.6583,494.3023,365.5999,569.6064,0.818,2,person,right,79.24409569621321,27.144294334499527,player
49,2,8,378.5508,774.9032,359.3653,723.8785,397.7364,825.9278,0.845,3,person,right,72.05377560422971,14.34056271270106,player
50,2,13,387.8217,336.2351,375.0157,306.0342,400.6277,366.436,0.7491,4,person,right,88.4708323437772,41.39547931133465,player
51,2,0,557.7402,736.8408,535.4803,687.6166,580.0,786.0651,0.8572,5,person,right,74.86525982438278,15.102073068601907,player
52,2,11,616.8276,631.7066,596.3033,590.6827,637.3519,672.7304,0.8167,6,person,right,78.69135095789353,19.78710206591044,player
53,2,3,790.6948,454.8346,775.6124,417.3488,805.7772,492.3203,0.7175,7,person,right,87.46398968556478,28.9544739647568,referee
54,2,3,789.1651,397.5118,776.0081,367.7451,802.322,427.2785,0.6506,8,person,right,90.18859772575912,32.95952908719545,referee
55,2,1,883.307,681.495,861.2421,638.1306,905.3718,724.8593,0.7996,9,person,right,79.75535644294777,15.91093913103686,player
56,2,7,889.841,391.945,873.8423,361.157,905.8397,422.733,0.7953,10,person,right,91.63099439590994,32.56451430749392,player
57,2,18,1012.9213,490.1145,997.2647,454.2801,1028.5779,525.9489,0.8403,11,person,right,88.31289441803867,25.17708759122269,player
58,2,17,1056.6559,970.1348,1037.0302,930.5892,1076.2815,1009.6805,0.5972,12,person,right,73.49805009239567,4.3288518885875815,player
59,2,16,1152.4472,749.8472,1123.8524,706.858,1181.0421,792.8365,0.5304,13,person,right,80.16318855424383,11.65615935874737,player
60,2,16,1181.4124,759.7106,1157.6965,722.5707,1205.1282,796.8505,0.565,14,person,right,80.12800506655873,11.13061223779507,player
61,2,15,1177.5339,384.1998,1165.0756,356.2482,1189.9922,412.1514,0.7078,15,person,right,95.26280900972502,30.8723262681272,player
62,2,19,1248.0684,466.3236,1229.3309,431.2097,1266.8058,501.4374,0.7874,16,person,right,91.87670401097614,25.034580799937498,player
63,2,19,1294.9448,428.7256,1280.1471,394.2538,1309.7424,463.1975,0.8047,17,person,right,94.20326859028744,27.03784020876657,player
64,2,4,1332.0364,482.3,1309.3661,447.196,1354.7067,517.4041,0.8313,18,person,right,91.99574522733374,23.54025088694751,player
65,2,5,1404.502,859.3896,1369.1654,814.968,1439.8386,903.8113,0.8432,19,person,right,79.21364141074191,6.5479245200766485,player
66,2,6,1596.3712,654.5765,1575.3417,613.5024,1617.4006,695.6506,0.84,20,person,right,87.4285172503707,13.467676316490682,player
67,2,12,1872.2117,864.2956,1850.6375,808.2713,1893.7859,920.3198,0.7666,21,person,right,82.94361767325658,4.565031010517047,player
68,3,10,147.8963,1025.0775,127.5933,970.6317,168.1993,1079.5233,0.7803,0,person,right,64.49075423875611,6.031411996825919,player
69,3,9,240.811,554.5807,223.8994,514.2409,257.7227,594.9205,0.7969,1,person,right,77.21222555220918,26.468166576730976,player
70,3,2,348.5974,531.8825,331.2648,494.2836,365.9301,569.4813,0.8221,2,person,right,79.2693368132737,27.135165874445452,player
71,3,8,378.4299,777.0927,358.9829,724.6945,397.877,829.4908,0.848,3,person,right,71.99602324977708,14.24698052787617,player
72,3,13,387.5624,336.9286,374.6072,306.2542,400.5175,367.603,0.7593,4,person,right,88.43046737980838,41.33645799930688,player
73,3,0,558.1053,737.054,536.6774,688.5511,579.5332,785.5569,0.8763,5,person,right,74.86286656851729,15.090775014033824,player
74,3,11,620.2994,631.3578,601.1574,590.6027,639.4415,672.1128,0.8048,6,person,right,78.73917960301594,19.7848590843655,player
75,3,3,788.7575,397.6994,775.336,368.0065,802.1789,427.3922,0.6643,7,person,right,90.17443969118014,32.94903991323155,referee
76,3,3,790.7288,455.3658,775.4825,417.3207,805.9752,493.4109,0.714,8,person,right,87.44022320106312,28.91906586641516,referee
77,3,1,890.145,682.6256,870.5579,641.2607,909.7322,723.9904,0.7759,9,person,right,79.78593699424297,15.823523568915562,player
78,3,7,892.9662,391.3887,878.6157,360.4087,907.3168,422.3687,0.8031,10,person,right,91.69539247539524,32.58018020643236,player
79,3,18,1013.986,491.063,997.1465,455.3242,1030.8256,526.8018,0.8427,11,person,right,88.28241162745712,25.113000675872367,player
80,3,17,1057.9308,969.0409,1038.071,930.7316,1077.7906,1007.3502,0.6022,12,person,right,73.53374423565373,4.357758309816752,player
81,3,16,1156.235,749.9069,1123.7279,706.4592,1188.7421,793.3546,0.7354,13,person,right,80.19615031527672,11.636109160545567,player
82,3,16,1185.7872,761.9788,1162.4982,726.9608,1209.0762,796.9968,0.6717,14,person,right,80.0992017516593,11.021453850685369,player
83,3,15,1182.1898,382.984,1170.3334,354.7098,1194.0463,411.2581,0.7348,15,person,right,95.37952895958855,30.9218250240793,player
84,3,14,1207.5816,866.2984,1199.9478,858.9657,1215.2155,873.631,0.5701,16,sports ball,right,77.33972895272746,7.108434449793466,ball
85,3,19,1250.2745,466.559,1231.4911,431.6715,1269.0579,501.4465,0.7841,17,person,right,91.8885831178915,25.00566006386861,player
86,3,19,1296.622,428.2942,1280.5298,394.4716,1312.7142,462.1168,0.772,18,person,right,94.24274766584358,27.05347184380383,player
87,3,4,1334.2697,483.1846,1311.0356,449.3062,1357.5038,517.0631,0.7711,19,person,right,91.97754692017644,23.47474228167865,player
88,3,5,1401.5815,860.8291,1373.0431,816.1978,1430.1199,905.4604,0.7791,20,person,right,79.14930976275578,6.51126476253648,player
89,3,6,1599.8981,657.0145,1579.853,612.694,1619.9432,701.335,0.8379,21,person,right,87.37087993202618,13.34590464061937,player
90,3,12,1871.8705,864.0718,1850.208,807.7543,1893.533,920.3892,0.7533,22,person,right,82.94735419441976,4.573375108077143,player
91,4,10,147.11,1025.1508,126.7946,970.5947,167.4253,1079.7068,0.7925,0,person,right,64.48238653461482,6.032079379963704,player
92,4,9,241.031,554.9552,224.3283,515.1135,257.7337,594.7968,0.8089,1,person,right,77.20161764179177,26.44370530284529,player
93,4,2,349.3842,531.4408,332.7195,493.6989,366.0488,569.1828,0.8189,2,person,right,79.29478655868853,27.157364370531067,player
94,4,8,377.5948,778.8992,357.8226,726.0778,397.3671,831.7205,0.8635,3,person,right,71.94120019980927,14.17361509204578,player
95,4,13,386.5822,336.6466,373.8008,306.5841,399.3637,366.7091,0.7461,4,person,right,88.43292748075301,41.37074600274687,player
96,4,0,558.1914,737.302,536.3725,688.5899,580.0104,786.0141,0.8599,5,person,right,74.85671898690606,15.07935809107157,player
97,4,11,623.3008,631.1921,603.3206,589.6541,643.281,672.7301,0.8122,6,person,right,78.77599790133182,19.77596564141902,player
98,4,21,713.132,1036.2294,691.598,994.242,734.6661,1078.2167,0.4578,7,person,right,69.19890301341384,3.586060026741642,player
99,4,3,787.7243,399.1774,774.6086,369.0182,800.84,429.3366,0.6899,8,person,right,90.08823557003288,32.8491110094204,referee
100,4,3,790.3514,458.7552,774.806,422.1808,805.8968,495.3297,0.7064,9,person,right,87.28244506834588,28.69823085772226,referee
101,4,1,898.3678,682.5371,880.623,641.4998,916.1125,723.5744,0.8019,10,person,right,79.86936496528587,15.784584436348842,player
102,4,7,895.3916,390.8436,882.4779,359.2882,908.3053,422.3989,0.7738,11,person,right,91.75124474448349,32.600599624105456,player
103,4,18,1015.6483,491.9361,1000.1816,455.5789,1031.115,528.2933,0.8348,12,person,right,88.2616553176883,25.049557657499975,player
104,4,17,1058.7361,968.5178,1039.5485,930.1296,1077.9237,1006.9061,0.6431,13,person,right,73.55246719318096,4.370865277381751,player
105,4,20,1108.256,333.5012,1097.5944,306.6304,1118.9177,360.372,0.6461,14,person,right,97.34005677340308,35.17449766700514,player
106,4,16,1160.6709,750.4744,1123.9377,707.4091,1197.4041,793.5397,0.7243,15,person,right,80.21950587840304,11.592753599964812,player
107,4,16,1184.4018,762.5265,1158.3436,728.4822,1210.4601,796.5707,0.5753,16,person,right,80.07005473402238,11.006332711137205,player
108,4,15,1183.3382,383.6258,1169.5382,355.0239,1197.1381,412.2278,0.7591,17,person,right,95.35745577456592,30.867990324165024,player
109,4,14,1212.6836,870.9451,1204.7626,862.8608,1220.6045,879.0294,0.5615,18,sports ball,right,77.26090489684661,6.929425892303174,ball
110,4,19,1251.4988,467.217,1233.5109,433.075,1269.4866,501.3591,0.7758,19,person,right,91.87030685003968,24.95794546754695,player
111,4,19,1298.1619,428.9426,1280.6647,393.9651,1315.6591,463.9201,0.7755,20,person,right,94.22622599541488,27.001438096502397,player
112,4,4,1336.6539,482.6676,1313.361,448.3593,1359.9467,516.9758,0.8091,21,person,right,92.0258525293534,23.489205792752028,player
113,4,5,1395.0936,861.3968,1371.0938,816.5175,1419.0935,906.2761,0.8084,22,person,right,79.07866713603262,6.518175203331849,player
114,4,6,1603.2946,661.0065,1584.2124,614.6241,1622.3767,707.3889,0.8316,23,person,right,87.25541695963635,13.159211076022633,player
115,4,12,1871.5459,864.2506,1850.4291,807.8364,1892.6627,920.6647,0.7557,24,person,right,82.93955614856866,4.5689733244378266,player
116,5,10,146.9183,1025.359,126.2501,970.7205,167.5865,1079.9974,0.7838,0,person,right,64.47696116295401,6.026113454870406,player
117,5,9,242.1282,554.8934,225.4003,515.7397,258.8562,594.0471,0.8128,1,person,right,77.21638462953362,26.440035163525486,player
118,5,2,351.4064,531.7816,336.3212,494.0397,366.4917,569.5236,0.7988,2,person,right,79.30528335879582,27.122028387264184,player
119,5,8,377.5632,782.0105,357.8389,729.7747,397.2874,834.2463,0.8701,3,person,right,71.86103493176508,14.040740641770798,player
120,5,13,385.8628,336.7108,373.0052,306.3189,398.7203,367.1027,0.7088,4,person,right,88.42025529716287,41.3718796540952,player
121,5,0,558.3316,737.4767,537.9752,688.8826,578.688,786.0707,0.8726,5,person,right,74.85318032786815,15.070916024309875,player
122,5,11,627.2825,632.9284,608.3809,590.7858,646.1841,675.071,0.8432,6,person,right,78.75964276262087,19.66424503821365,player
123,5,3,787.2824,400.3377,774.0923,369.8718,800.4725,430.8036,0.6993,7,person,right,90.02498724955872,32.76790432583843,referee
124,5,3,790.4305,459.6194,774.9086,423.1719,805.9523,496.067,0.6663,8,person,right,87.2443238505895,28.640860320875134,referee
125,5,7,898.8203,390.7992,886.9233,358.7088,910.7173,422.8895,0.7841,9,person,right,91.7927347221174,32.57661238405123,player
126,5,1,906.7742,681.7787,890.4786,639.8049,923.0697,723.7526,0.8282,10,person,right,79.97620933395537,15.775218598130374,player
127,5,18,1016.2369,492.9318,1001.1949,457.7057,1031.2789,528.1578,0.8441,11,person,right,88.22413389132537,24.986037628477707,player
128,5,17,1060.9549,968.9558,1040.8738,929.9262,1081.036,1007.9855,0.5983,12,person,right,73.56105373875964,4.349164341764384,player
129,5,20,1108.5307,334.5487,1097.7339,308.6048,1119.3275,360.4926,0.7061,13,person,right,97.281738440039,35.090724267211264,player
130,5,16,1170.138,748.1922,1131.1816,706.9126,1209.0944,789.4717,0.601,14,person,right,80.3763103084396,11.63989405206156,player
131,5,16,1190.5716,761.8684,1165.9347,726.9529,1215.2084,796.7838,0.4575,15,person,right,80.14605634468799,11.003872969865505,player
132,5,15,1185.6506,384.0566,1170.9789,353.882,1200.3224,414.2312,0.7557,16,person,right,95.35956534283528,30.82007812970928,player
133,5,19,1254.3215,467.357,1237.2588,433.4191,1271.3842,501.295,0.8161,17,person,right,91.89309142541173,24.930689062437736,player
134,5,19,1299.3432,430.5261,1281.4255,395.8773,1317.261,465.1749,0.7929,18,person,right,94.1588202203154,26.89272989781124,player
135,5,4,1344.6376,482.7507,1324.9303,447.9424,1364.3448,517.559,0.7274,19,person,right,92.1034397100672,23.43292106313693,player
136,5,5,1386.517,863.6952,1364.6763,820.24,1408.3578,907.1503,0.7352,20,person,right,78.94300560570952,6.475381991043896,player
137,5,6,1606.4356,663.9084,1587.6112,616.3196,1625.2599,711.4973,0.8375,21,person,right,87.1779963303365,13.020903047435397,player
138,5,12,1871.9528,863.3843,1851.4589,808.1737,1892.4467,918.5949,0.7672,22,person,right,82.96795210309202,4.594730932748221,player
139,6,10,146.9877,1025.241,125.9853,970.5599,167.9901,1079.9221,0.776,0,person,right,64.47968268484078,6.029643857154849,player
140,6,9,243.0402,556.5868,226.1798,516.0854,259.9006,597.0883,0.8132,1,person,right,77.16752656236069,26.330176763821008,player
141,6,2,354.0942,531.4705,338.9451,493.4798,369.2432,569.4612,0.8033,2,person,right,79.34766638415716,27.122893320087915,player
142,6,8,377.6626,784.5982,357.7895,731.9871,397.5357,837.2092,0.8743,3,person,right,71.79587009091253,13.930046729905737,player
143,6,13,386.2297,337.1405,373.8539,306.5215,398.6056,367.7596,0.7042,4,person,right,88.40204317315401,41.33031429149688,player
144,6,0,558.5684,737.8793,539.2696,689.7677,577.8671,785.9909,0.8822,5,person,right,74.84416813234795,15.051900677165062,player
145,6,11,631.3182,634.9373,611.6735,590.8616,650.963,679.0131,0.8502,6,person,right,78.7348469499987,19.538705085645237,player
146,6,3,786.5343,400.0536,773.4148,369.7586,799.6538,430.3486,0.6895,7,person,right,90.03054998596048,32.794586816785795,referee
147,6,3,791.3179,460.481,777.4493,424.5506,805.1865,496.4115,0.6386,8,person,right,87.21541845744049,28.57790494162608,referee
148,6,7,901.2964,391.8316,889.2977,360.1934,913.2951,423.4698,0.7736,9,person,right,91.7677534758285,32.48195169953799,player
149,6,1,913.3994,680.4835,893.2742,636.6638,933.5245,724.3032,0.8188,10,person,right,80.08307271213778,15.799621700213562,player
150,6,18,1017.8952,494.3549,1004.3291,459.4314,1031.4613,529.2784,0.8449,11,person,right,88.17929175143935,24.89000806444525,player
151,6,17,1061.7551,970.1013,1042.0956,929.9152,1081.4146,1010.2874,0.6944,12,person,right,73.54156464236337,4.3110015841363305,player
152,6,20,1109.1857,334.7622,1098.2314,309.0613,1120.14,360.4631,0.6916,13,person,right,97.27668342988731,35.06862596045879,player
153,6,16,1187.3216,752.2805,1145.0485,706.0779,1229.5948,798.4832,0.5651,14,person,right,80.40824462337628,11.397043879424295,player
154,6,15,1188.6658,383.6092,1173.6575,353.7047,1203.674,413.5138,0.7691,15,person,right,95.4167661118814,30.828270628699613,player
155,6,19,1257.3841,467.6337,1240.8612,433.5843,1273.907,501.6831,0.7921,16,person,right,91.91191602475986,24.893658660314784,player
156,6,19,1300.4077,430.6608,1282.3752,395.3459,1318.4401,465.9757,0.7997,17,person,right,94.16324144799498,26.876742422126075,player
157,6,4,1348.314,482.6798,1329.6486,449.1031,1366.9795,516.2566,0.7701,18,person,right,92.14420294829468,23.41331413113566,player
158,6,5,1375.6306,865.979,1343.0415,823.1342,1408.2197,908.8239,0.8081,19,person,right,78.78838210402931,6.442372951027675,player
159,6,6,1611.3642,666.3479,1591.2037,618.4446,1631.5247,714.2512,0.8479,20,person,right,87.13385796952379,12.893942645092688,player
160,6,12,1871.4268,863.3794,1850.4728,807.8699,1892.3809,918.889,0.7639,21,person,right,82.96385262172589,4.596880275424978,player
161,7,10,147.0164,1025.2182,125.8827,970.5665,168.1501,1079.87,0.7759,0,person,right,64.48034522681459,6.030265920231462,player
162,7,9,244.1245,556.5942,228.3287,516.5303,259.9203,596.658,0.813,1,person,right,77.1797075863896,26.322382757220915,player
163,7,22,323.3064,249.589,314.6877,227.1664,331.9251,272.0116,0.4166,2,person,right,92.65600629909144,50.532768339782734,player
164,7,2,356.539,531.4681,339.1767,493.4282,373.9012,569.508,0.8142,3,person,right,79.37576209607961,27.106123360501755,player
165,7,8,377.2186,785.7498,357.0029,732.8806,397.4342,838.619,0.8678,4,person,right,71.76211003264227,13.883302598391168,player
166,7,13,386.6039,336.9781,374.1646,306.568,399.0432,367.3882,0.7213,5,person,right,88.41551451290123,41.34115909777559,player
167,7,0,559.2392,737.8455,540.4005,689.8083,578.078,785.8827,0.8812,6,person,right,74.85178295333324,15.04998411679347,player
168,7,11,637.7542,635.973,617.267,592.7197,658.2414,679.2263,0.8558,7,person,right,78.76731745452444,19.449157138315584,player
169,7,3,786.5676,399.7486,773.5708,370.2865,799.5645,429.2106,0.6645,8,person,right,90.04621370175845,32.81659395453855,referee
170,7,3,791.8947,458.9037,778.3718,420.8405,805.4176,496.9669,0.6851,9,person,right,87.29301661882648,28.677290254830773,referee
171,7,7,903.5622,391.9936,892.0607,359.5436,915.0637,424.4435,0.7846,10,person,right,91.785270555844,32.45226058964721,player
172,7,1,920.4774,681.2332,896.5602,637.3125,944.3945,725.1539,0.8198,11,person,right,80.12792937584692,15.728517874251256,player
173,7,18,1019.5602,494.8942,1006.239,459.9226,1032.8815,529.8657,0.8252,12,person,right,88.17333683760204,24.84680802931196,player
174,7,17,1064.8806,970.7945,1045.9995,929.898,1083.7617,1011.6909,0.6911,13,person,right,73.5519103221929,4.278165912615532,player
175,7,20,1109.574,335.374,1098.1333,310.1281,1121.0146,360.6198,0.7024,14,person,right,97.24528260324436,35.017887977660614,player
176,7,16,1197.5246,753.3428,1156.2838,707.9562,1238.7653,798.7293,0.5881,15,person,right,80.46886681500146,11.307722926808284,player
177,7,15,1192.33,384.284,1176.6655,354.4501,1207.9945,414.1178,0.7688,16,person,right,95.4204765920977,30.752990750947816,player
178,7,14,1228.7962,884.7254,1220.5836,877.2149,1237.0089,892.2358,0.4338,17,sports ball,right,77.03845530994505,6.40124375512671,ball
179,7,19,1260.4116,467.1954,1245.3007,432.4322,1275.5226,501.9585,0.799,18,person,right,91.96406861214908,24.89973209954891,player
180,7,19,1302.3569,431.6118,1284.3956,395.9312,1320.3182,467.2925,0.8088,19,person,right,94.1358940023234,26.802955271150815,player
181,7,4,1352.7362,483.0708,1333.9453,449.0114,1371.527,517.1302,0.8042,20,person,right,92.1710956602151,23.362330648061945,player
182,7,5,1371.9226,870.8055,1335.7928,825.1161,1408.0525,916.4949,0.7929,21,person,right,78.62621848234743,6.29604667603253,player
183,7,6,1614.8642,670.0004,1596.4054,621.8992,1633.3231,718.1016,0.8507,22,person,right,87.03312416045586,12.723623330162166,player
184,7,12,1871.6089,863.4599,1850.5631,807.8655,1892.6547,919.0543,0.7783,23,person,right,82.9629866703756,4.593652452285566,player
185,8,10,147.023,1025.2201,125.99,970.5685,168.056,1079.8717,0.7674,0,person,right,64.48037160740279,6.030180956917006,player
186,8,9,245.011,556.3318,229.577,516.8242,260.4451,595.8394,0.8137,1,person,right,77.19905850386647,26.33241096762598,player
187,8,22,323.4973,248.5309,314.5285,226.0941,332.4661,270.9677,0.4268,2,person,right,92.72580954448608,50.64466055012356,player
188,8,2,357.0581,532.6332,337.1304,493.2003,376.9858,572.0662,0.8267,3,person,right,79.33832067020133,27.0297309453354,player
189,8,8,376.303,786.3566,355.2883,733.4626,397.3178,839.2505,0.8635,4,person,right,71.73760039185093,13.862043112504754,player
190,8,13,386.3985,336.8072,374.2316,306.3866,398.5654,367.2278,0.7054,5,person,right,88.42199450004452,41.35825193733288,player
191,8,0,559.5272,737.88,540.859,690.8447,578.1954,784.9152,0.8871,6,person,right,74.85366960646665,15.046996811134274,player
192,8,11,641.4302,638.4309,621.5629,595.6678,661.2975,681.194,0.856,7,person,right,78.72399631024139,19.303761234130285,player
193,8,3,786.7119,399.934,773.566,370.3064,799.8578,429.5616,0.6683,8,person,right,90.0385948113227,32.80190407864853,referee
194,8,3,792.0266,458.7262,778.3138,420.6433,805.7393,496.8092,0.6885,9,person,right,87.3025086001609,28.68800223868132,referee
195,8,7,905.9846,392.9338,893.4269,360.233,918.5422,425.6346,0.7951,10,person,right,91.76446720389534,32.364975415068066,player
196,8,1,927.7716,683.3072,901.2108,637.1962,954.3324,729.4182,0.829,11,person,right,80.13181619142665,15.596368408920991,player
197,8,18,1022.1882,495.4913,1009.1567,461.5269,1035.2198,529.4557,0.8379,12,person,right,88.17506969076517,24.793830392379466,player
198,8,17,1066.4979,970.6536,1047.8937,929.6786,1085.1021,1011.6286,0.6787,13,person,right,73.56867484846411,4.276505118004114,player
199,8,20,1111.5617,335.6776,1100.223,310.9627,1122.9003,360.3924,0.7382,14,person,right,97.25012521693732,34.977642438928825,player
200,8,16,1207.7564,758.3672,1165.8918,708.069,1249.6211,808.6653,0.7803,15,person,right,80.40857200129133,11.06246677619955,player
201,8,15,1194.4868,385.2084,1178.7877,354.3372,1210.1859,416.0795,0.7563,16,person,right,95.39422623859448,30.671951070974924,player
202,8,14,1232.1498,889.2514,1224.6768,881.5309,1239.6229,896.9718,0.6614,17,sports ball,right,76.94975235273755,6.237576113533283,ball
203,8,19,1261.549,468.2568,1245.3099,433.8394,1277.7881,502.6742,0.7946,18,person,right,91.92585933145516,24.828579606420423,player
204,8,19,1303.3222,431.4582,1285.5267,395.8767,1321.1177,467.0397,0.8143,19,person,right,94.15377358042048,26.805910126459622,player
205,8,5,1360.4916,873.7943,1318.4821,826.6106,1402.5011,920.978,0.8632,20,person,right,78.44885278704555,6.242041354559508,player
206,8,4,1356.0889,481.358,1335.9341,445.256,1376.2438,517.4601,0.7971,21,person,right,92.28488150765898,23.4394019222605,player
207,8,6,1618.7245,671.7924,1599.7368,625.4501,1637.7122,718.1348,0.8304,22,person,right,87.00320407681858,12.630019454795308,player
208,8,12,1871.7189,863.4011,1850.6594,807.9963,1892.7784,918.8059,0.7864,23,person,right,82.96557909884042,4.595089001955773,player
