frame,class,x1,y1,x2,y2,confidence,side
227,person,231.6352,471.5812,256.3744,524.9178,0.6715,left
227,person,1158.7211,532.8959,1183.3411,597.6446,0.6709,left
227,person,1610.2288,850.1435,1645.983,921.7103,0.6696,left
227,person,1500.0924,437.6769,1521.0312,494.6222,0.6681,left
227,person,1516.8208,531.757,1544.2394,594.3492,0.6675,left
227,person,1338.7548,887.6413,1378.332,983.8801,0.6634,left
227,person,993.4217,504.1859,1015.8056,565.5403,0.6522,left
227,person,1101.6929,427.0919,1120.2715,479.801,0.6372,left
227,person,1405.3059,351.2023,1425.0443,391.7952,0.6186,left
227,person,1408.0448,458.4001,1430.4408,508.3433,0.6098,left
227,person,1441.9799,406.7526,1466.252,457.8195,0.6078,left
227,person,1021.9984,415.3968,1043.6215,464.924,0.5869,left
227,person,809.0502,315.2288,832.5731,354.4263,0.5487,left
227,person,1701.0225,806.3132,1734.6216,893.0916,0.5026,left
227,person,908.8614,822.228,940.2903,895.1911,0.4729,left
228,person,1387.2841,664.2634,1421.1989,732.7414,0.8111,left
228,person,517.0031,634.4843,544.8046,711.3525,0.8074,left
228,person,663.5572,537.4375,691.1995,601.6443,0.7809,left
228,person,645.1066,450.5063,665.7162,505.2437,0.7806,left
228,person,907.9799,741.6649,956.8731,813.5693,0.7797,left
228,person,774.5237,440.5368,791.9337,491.7383,0.7765,left
228,person,1458.8287,533.6755,1483.3969,602.4437,0.7548,left
228,person,1156.683,533.4327,1183.7749,598.1125,0.6867,left
228,person,992.384,501.537,1015.1173,565.2105,0.6823,left
228,person,1339.4531,887.6763,1378.3887,984.5537,0.67,left
228,person,232.4276,470.6331,255.9759,525.0558,0.6654,left
228,person,1511.1068,531.8132,1543.2125,594.3403,0.6616,left
228,person,1611.4535,850.3964,1646.6024,922.5465,0.6533,left
228,person,1498.8315,438.6761,1518.329,494.3102,0.6325,left
228,person,1021.6139,414.7787,1042.1195,465.2852,0.6249,left
228,person,1406.8455,458.9064,1428.7429,508.7137,0.6231,left
228,person,1101.8613,426.8687,1120.0371,480.2758,0.6078,left
228,person,1442.0325,408.168,1465.9689,458.0904,0.601,left
228,person,1404.8884,350.8146,1424.2574,392.0034,0.5632,left
228,person,1702.1119,807.2666,1731.9241,893.5124,0.5473,left
228,person,910.5894,822.9769,942.3297,895.2134,0.503,left
228,person,807.8351,315.3715,830.8433,354.9077,0.4038,left
229,person,517.0967,633.5151,545.8334,711.3587,0.8145,left
229,person,1385.4441,663.9119,1422.9999,733.5928,0.8106,left
229,person,773.2597,441.1156,792.2025,490.7998,0.7883,left
229,person,909.6932,741.9192,954.7745,813.9917,0.7767,left
229,person,645.1716,450.1219,666.298,505.3463,0.7644,left
229,person,664.8553,537.2053,692.2256,601.4379,0.7595,left
229,person,1508.1919,530.9203,1543.6542,594.3104,0.7386,left
229,person,1157.2118,534.2825,1183.256,598.8501,0.7171,left
229,person,1458.4142,533.5128,1483.9281,602.7314,0.7162,left
229,person,234.1858,472.5537,256.0849,524.8224,0.7062,left
229,person,990.0187,501.0609,1012.2056,563.3079,0.7023,left
229,person,1339.4714,887.5754,1378.635,986.2506,0.6802,left
229,person,1612.86,850.5549,1647.5764,923.0933,0.66,left
229,person,1441.0214,408.6065,1466.74,458.663,0.6503,left
229,person,1406.0629,460.6002,1426.9893,509.9297,0.6442,left
229,person,1102.2697,426.5389,1119.6273,479.9775,0.6438,left
229,person,1021.2797,413.8729,1041.0034,465.366,0.6316,left
229,person,1701.0157,807.3045,1730.7261,894.9289,0.6062,left
229,person,1497.2827,438.1204,1518.3094,495.1986,0.5878,left
229,person,912.4473,822.8888,943.6097,893.8132,0.5194,left
229,person,1405.1427,349.6038,1424.7914,392.2822,0.5094,left
230,person,518.0881,635.0491,547.0203,711.2701,0.8076,left
230,person,1384.9647,664.2151,1420.4634,734.0058,0.7967,left
230,person,1507.2467,531.5674,1542.1781,594.6724,0.7794,left
230,person,664.7679,539.5098,691.7326,601.3893,0.7766,left
230,person,645.0163,450.5129,665.7545,505.2008,0.7759,left
230,person,907.3207,742.6864,952.6232,813.7159,0.7719,left
230,person,770.7374,440.6866,792.535,492.3599,0.7718,left
230,person,235.7877,472.3033,255.9286,525.8447,0.7504,left
230,person,1154.9635,534.5305,1182.9475,598.9226,0.7266,left
230,person,1458.6526,533.5188,1484.0596,602.7974,0.7208,left
230,person,986.4604,501.0925,1011.0746,562.2849,0.7143,left
230,person,1339.1364,887.599,1378.678,986.909,0.6606,left
230,person,1613.356,850.5782,1647.9673,923.2717,0.6378,left
230,person,1021.2404,414.7145,1039.2003,465.8969,0.6373,left
230,person,1698.119,807.705,1728.4332,895.801,0.6362,left
230,person,1404.2367,460.587,1426.1306,510.5068,0.6268,left
230,person,1437.9364,407.7726,1465.8918,458.5064,0.605,left
230,person,1496.0715,436.8639,1516.7072,496.1769,0.5956,left
230,person,1100.7322,426.5403,1120.2004,480.8022,0.5052,left
230,person,912.5162,823.6428,945.778,893.2493,0.4454,left
230,person,1404.901,350.418,1421.3669,391.7101,0.4249,left
230,person,1448.6035,458.3058,1468.4188,515.4723,0.4188,left
231,person,900.3884,740.2522,951.6187,813.9838,0.8021,left
231,person,1383.5343,664.6624,1420.5959,734.565,0.7964,left
231,person,519.6385,636.8369,549.2444,710.8829,0.7963,left
231,person,645.0328,451.1635,665.9036,504.9784,0.7807,left
231,person,663.6603,538.7604,692.5604,602.9713,0.773,left
231,person,765.733,443.5087,793.2986,492.9891,0.7654,left
231,person,238.1415,471.5377,255.391,523.5565,0.7391,left
231,person,1507.8334,532.1919,1540.749,593.5337,0.7335,left
231,person,985.0507,501.6718,1009.0634,562.8971,0.7166,left
231,person,1460.0819,534.2758,1484.2617,602.6343,0.6969,left
231,person,1155.1339,535.0578,1183.0668,598.9206,0.6866,left
231,person,1402.8883,461.9635,1423.9442,509.9754,0.6716,left
231,person,1019.6964,413.2989,1038.0945,466.1512,0.6579,left
231,person,1694.728,807.5693,1727.7178,896.1041,0.6476,left
231,person,1338.7578,887.718,1378.7792,985.4312,0.6472,left
231,person,1613.5983,850.437,1648.0221,923.8667,0.6414,left
231,person,1436.6096,408.2796,1465.6476,458.4063,0.5889,left
231,person,1492.8453,438.494,1515.795,496.3069,0.5539,left
231,person,1404.791,351.9254,1420.2814,392.0711,0.4939,left
231,person,1101.2612,427.1545,1117.6785,478.0555,0.4415,left
231,person,1053.9373,358.8372,1079.368,430.5638,0.4399,left
232,person,519.9329,636.9179,550.4667,711.2461,0.7944,left
232,person,1383.8035,665.3722,1417.3374,734.0789,0.7874,left
232,person,663.7271,538.8745,692.4535,603.6288,0.778,left
232,person,897.9656,740.1757,950.4594,813.9071,0.7668,left
232,person,644.619,451.3764,666.2012,504.973,0.7626,left
232,person,766.9399,443.7032,792.5237,492.9225,0.7463,left
232,person,1507.4902,532.0077,1540.3813,594.3031,0.7224,left
232,person,1459.8219,534.4104,1483.9358,602.726,0.7004,left
232,person,983.1464,507.0656,1005.5167,563.0076,0.6989,left
232,person,1401.0798,461.7027,1422.6311,509.5648,0.697,left
232,person,1685.0131,807.4054,1726.4008,897.191,0.679,left
232,person,238.5618,470.7242,256.7442,524.9612,0.6522,left
232,person,1153.5106,534.3265,1182.8837,599.1715,0.6381,left
232,person,1338.1201,887.627,1378.6289,986.14,0.6326,left
232,person,1018.6288,413.5369,1036.1794,466.1947,0.626,left
232,person,1613.6224,850.9214,1647.9811,923.9825,0.6167,left
232,person,1435.937,408.8195,1465.7089,458.1165,0.5559,left
232,person,1490.5923,439.0215,1515.1753,496.745,0.5521,left
232,person,1448.4087,458.1315,1467.9757,515.8132,0.4448,left
232,person,1403.9701,350.675,1419.7875,392.0224,0.443,left
233,person,895.715,739.4473,949.229,814.0814,0.7973,left
233,person,519.663,636.6354,551.7158,711.3015,0.7933,left
233,person,1383.7639,665.2623,1416.5673,732.9906,0.7883,left
233,person,663.5081,539.0017,692.386,603.2424,0.7836,left
233,person,765.7343,444.1544,790.1503,493.2514,0.7649,left
233,person,644.541,451.8859,665.7838,504.9791,0.7601,left
233,person,243.4792,470.6449,256.4235,522.8112,0.7554,left
233,person,1400.3406,462.5901,1420.2407,511.5791,0.7131,left
233,person,981.2161,506.2251,1002.4669,562.1849,0.712,left
233,person,1508.373,531.1674,1539.1912,594.0096,0.7014,left
233,person,1459.1368,534.5845,1483.4785,602.8802,0.6985,left
233,person,1681.9651,808.0287,1724.8667,897.1292,0.671,left
233,person,1016.4695,412.7116,1034.7877,465.8433,0.6667,left
233,person,1152.3453,533.4044,1182.0516,599.0832,0.653,left
233,person,1337.5538,887.6922,1378.5073,986.4256,0.6432,left
233,person,1613.85,851.1435,1647.8805,923.9909,0.6331,left
233,person,1435.9974,407.5699,1464.6516,458.8943,0.5537,left
233,person,1490.317,439.568,1512.2571,495.3484,0.5369,left
233,person,1448.2418,458.8185,1467.6309,515.3553,0.5176,left
233,person,800.5058,314.1933,817.7487,355.7697,0.4394,left
233,person,1057.7595,355.9628,1077.0457,429.697,0.4152,left
234,person,519.6136,636.95,552.3447,711.8362,0.7929,left
234,person,1382.5233,664.9461,1413.9459,733.249,0.786,left
234,person,663.9811,539.0195,691.9305,603.1324,0.786,left
234,person,893.0266,739.6003,947.4412,814.1658,0.7839,left
234,person,1459.0166,534.8911,1482.1868,602.7512,0.7351,left
234,person,764.9525,443.3266,789.6713,492.9482,0.7289,left
234,person,1397.8203,463.0528,1418.0967,514.0269,0.7251,left
234,person,643.9178,450.9949,665.4459,505.387,0.7138,left
234,person,1151.9708,532.4047,1180.1779,598.3252,0.7095,left
234,person,245.1979,470.3582,257.6343,522.1395,0.7045,left
234,person,1015.7815,412.1959,1034.0752,465.8738,0.7036,left
234,person,1506.6951,531.949,1535.9945,592.768,0.6816,left
234,person,1682.1128,808.4141,1723.4836,896.8577,0.6722,left
234,person,1613.8674,851.4752,1647.8481,924.1652,0.6576,left
234,person,1337.4838,887.4457,1378.1918,986.4977,0.6453,left
234,person,979.8001,505.5423,998.7841,562.3623,0.6417,left
234,person,1435.9197,408.5784,1462.0059,459.4951,0.5938,left
234,person,1448.1553,458.6586,1467.4868,516.3072,0.4883,left
234,person,799.0397,313.5716,816.3683,355.018,0.464,left
234,person,916.1558,825.0489,947.2291,895.6932,0.4155,left
235,person,519.5532,638.1429,552.0041,712.0403,0.7969,left
235,person,890.9694,739.728,945.5733,814.5419,0.7912,left
235,person,1380.181,664.312,1411.1672,733.0606,0.7911,left
235,person,665.6075,538.9825,691.7472,602.8429,0.7527,left
235,person,1014.9624,412.4219,1033.4839,465.4812,0.7422,left
235,person,643.8381,450.7655,665.136,505.3756,0.7204,left
235,person,1395.2897,462.329,1416.6525,514.7745,0.7131,left
235,person,1148.9629,532.8263,1178.9993,597.7222,0.7118,left
235,person,762.9301,443.7332,787.5779,492.5521,0.6761,left
235,person,1458.0308,532.7949,1482.0901,603.1411,0.6727,left
235,person,244.8779,469.7532,259.3096,523.7359,0.671,left
235,person,976.0089,506.5592,995.6911,561.8648,0.6582,left
235,person,1505.6801,531.308,1533.2023,593.5646,0.6552,left
235,person,1337.2692,887.2678,1377.7274,985.4182,0.6481,left
235,person,1613.8162,852.2217,1647.8145,924.6385,0.6466,left
235,person,1682.2267,808.188,1721.6365,897.4901,0.64,left
235,person,1435.7528,409.3103,1461.4176,460.1678,0.5679,left
235,person,797.9805,314.2884,814.7306,354.5636,0.5122,left
235,person,1447.2471,457.3351,1466.7819,516.317,0.461,left
235,person,916.4927,825.6249,947.3163,894.228,0.4364,left
236,person,518.6793,638.9324,552.4886,713.0398,0.7974,left
236,person,889.8569,739.4254,941.226,814.7092,0.7784,left
236,person,1380.0476,664.5032,1409.3727,733.8214,0.7607,left
236,person,643.9459,450.039,663.6925,505.2769,0.7461,left
236,person,244.8607,469.877,261.026,524.5389,0.7368,left
236,person,666.6677,538.9574,691.3853,602.6581,0.7318,left
236,person,1013.2548,411.9457,1033.0811,465.1813,0.7246,left
236,person,1459.2235,533.0965,1481.7491,602.6747,0.7221,left
236,person,1148.365,533.3109,1176.0988,596.7188,0.712,left
236,person,1394.8586,463.1106,1413.6138,514.8827,0.6979,left
236,person,973.9622,503.138,994.5692,562.4752,0.6955,left
236,person,1506.2546,530.9953,1529.8712,593.1005,0.6765,left
236,person,760.2582,442.7199,783.6772,492.9961,0.6631,left
236,person,1678.0741,808.6437,1720.0419,897.0958,0.6487,left
236,person,1336.5404,887.7188,1376.3999,984.7007,0.6445,left
236,person,1613.3262,852.5339,1647.7537,924.7083,0.6433,left
236,person,796.4383,313.9507,813.9056,355.2747,0.5324,left
236,person,1435.2749,409.6361,1459.8063,460.2505,0.5112,left
236,person,1447.3126,458.6897,1466.2926,516.1262,0.4451,left
236,person,916.5322,826.7498,946.3542,893.1625,0.408,left
237,person,517.4667,639.8255,551.2267,714.5113,0.8242,left
237,person,888.2505,739.9814,941.1486,814.5021,0.7937,left
237,person,644.1675,450.296,663.4653,504.0478,0.7809,left
237,person,668.4126,538.8646,691.4103,603.3248,0.767,left
237,person,245.222,469.7337,262.4942,524.4167,0.746,left
237,person,1379.6354,664.4658,1407.8618,735.4673,0.7394,left
237,person,1010.6014,411.3452,1032.5618,464.0863,0.7394,left
237,person,1391.3459,463.8484,1411.7681,515.1821,0.7381,left
237,person,1675.1426,808.9906,1717.058,896.9178,0.725,left
237,person,1148.8053,532.4728,1173.2231,596.5201,0.71,left
237,person,971.658,502.2717,993.9873,561.9051,0.7058,left
237,person,1459.2529,532.9607,1482.7534,602.8163,0.699,left
237,person,1506.5211,531.2465,1527.308,593.1752,0.6557,left
237,person,1336.5547,887.6559,1375.5745,985.2288,0.6482,left
237,person,1612.8567,853.1717,1647.5544,924.7169,0.5995,left
237,person,793.1811,311.4755,812.6798,356.759,0.5942,left
237,person,1434.8336,410.0313,1459.5934,460.3733,0.5491,left
237,person,1447.4825,460.2704,1466.3464,515.9954,0.5373,left
237,person,916.7537,828.0278,945.5331,891.7465,0.4681,left
238,person,517.2947,640.2023,550.6945,716.5974,0.8218,left
238,person,644.1094,450.8293,663.2919,503.9513,0.8011,left
238,person,887.4139,739.9475,939.3908,814.675,0.7766,left
238,person,668.0241,538.6176,691.353,603.8599,0.7576,left
238,person,1149.2769,533.0812,1171.0126,597.0742,0.7365,left
238,person,1009.2684,411.8927,1031.4797,464.2029,0.7231,left
238,person,1505.3182,530.8217,1525.291,592.778,0.7227,left
238,person,1088.3151,425.5703,1109.2529,476.5729,0.7033,left
238,person,244.3641,469.2206,265.6155,523.8794,0.7022,left
238,person,1389.062,465.6154,1408.0295,515.7527,0.6994,left
238,person,1456.6276,532.4308,1482.0558,602.5403,0.6951,left
238,person,1377.0934,663.5944,1404.4174,735.7564,0.6875,left
238,person,1335.7559,887.4591,1374.8752,985.8391,0.6629,left
238,person,1675.7034,808.4934,1714.7294,896.1555,0.6625,left
238,person,964.6479,502.5183,992.5801,561.9999,0.6217,left
238,person,1612.2808,852.5728,1646.951,924.4362,0.6096,left
238,person,1446.3993,459.1168,1466.2838,515.7669,0.6065,left
238,person,1434.3234,409.9224,1457.892,458.8936,0.5144,left
238,person,791.623,315.5641,809.9877,356.4005,0.4838,left
238,person,1400.4247,351.7579,1416.0262,389.5092,0.4373,left
238,person,1062.4084,384.248,1082.8295,429.1605,0.436,left
238,person,1143.8362,949.4755,1189.5181,1019.859,0.4264,left
239,person,516.8469,642.3327,549.6295,718.8221,0.8242,left
239,person,1372.8118,664.7816,1402.8011,735.6044,0.7964,left
239,person,886.0688,739.4676,939.0335,815.0411,0.7914,left
239,person,668.8211,539.3994,690.9851,603.8637,0.775,left
239,person,643.353,450.9373,663.4841,504.5453,0.7746,left
239,person,1502.5569,529.3744,1523.1863,591.9952,0.7432,left
239,person,1148.6766,534.1882,1168.8688,596.9806,0.7372,left
239,person,1008.3162,411.5327,1029.344,464.9537,0.725,left
239,person,1084.1982,425.7686,1108.8389,475.8072,0.72,left
239,person,243.2773,468.7708,268.5901,523.8575,0.7183,left
239,person,1673.024,807.4437,1711.6564,896.4084,0.7054,left
239,person,1335.5087,887.5972,1374.4625,984.1464,0.6782,left
239,person,1455.2224,531.7828,1480.5258,603.1806,0.6623,left
239,person,963.1453,500.3092,989.8448,561.3613,0.6308,left
239,person,1611.5453,851.7563,1646.3837,923.3566,0.6204,left
239,person,916.9534,829.3553,945.1542,894.3571,0.5834,left
239,person,1388.4028,466.1209,1406.312,515.9993,0.5608,left
239,person,1445.8586,458.8317,1466.1118,516.2884,0.5462,left
239,person,788.9645,315.978,808.913,357.3127,0.5116,left
239,person,1062.0168,383.1828,1083.7515,430.6886,0.4688,left
239,person,1142.615,949.2023,1189.3854,1020.635,0.4307,left
240,person,515.0783,643.6567,547.126,720.6943,0.826,left
240,person,1368.3395,665.3347,1400.9204,735.7766,0.8173,left
240,person,886.6649,739.4531,939.3247,815.5074,0.8027,left
240,person,668.1246,539.4029,691.7604,604.2975,0.7754,left
240,person,1500.3881,529.9732,1522.2787,591.5056,0.7521,left
240,person,1673.3654,806.8603,1710.4083,897.0786,0.7307,left
240,person,1007.374,412.0122,1028.62,463.6705,0.7234,left
240,person,642.0311,448.5695,663.9045,505.8916,0.7152,left
240,person,243.1597,469.8398,271.7615,523.8654,0.706,left
240,person,1085.6206,425.6399,1107.3951,475.22,0.7004,left
240,person,1459.2357,531.7747,1479.585,602.95,0.6863,left
240,person,963.1249,499.8081,988.3004,561.3243,0.6768,left
240,person,1335.0619,887.0063,1374.2527,986.0833,0.6752,left
240,person,916.8816,831.264,944.7627,894.2151,0.6723,left
240,person,1610.9525,850.6917,1646.063,923.0286,0.6504,left
240,person,1148.8883,534.9992,1165.8024,595.6251,0.5789,left
240,person,753.4757,442.8055,770.3375,493.73,0.5486,left
240,person,1445.8971,456.8869,1463.79,515.6938,0.5372,left
240,person,1385.2892,464.2846,1403.8765,519.3197,0.5089,left
240,person,1062.2994,382.6167,1084.6937,429.8404,0.5,left
240,person,788.8834,316.3485,807.718,357.5951,0.4795,left
240,person,1434.2596,409.5918,1456.1685,456.346,0.436,left
240,person,1143.606,949.7128,1188.9169,1021.0594,0.4265,left
241,person,514.6971,644.4583,545.8708,720.9328,0.8288,left
241,person,1364.8214,664.0432,1400.1582,736.1074,0.7988,left
241,person,886.3618,739.4022,939.5873,815.6613,0.7969,left
241,person,668.2474,539.6569,691.6827,604.1777,0.7825,left
241,person,1004.7814,411.2898,1027.326,464.7958,0.7604,left
241,person,751.728,444.7527,769.8073,493.098,0.7523,left
241,person,243.8074,469.3243,272.4296,523.625,0.7295,left
241,person,1084.5444,424.2873,1106.5603,474.3517,0.7142,left
241,person,641.9196,448.2654,663.934,506.1001,0.712,left
241,person,1672.7278,806.1363,1708.8094,897.3387,0.7115,left
241,person,960.3574,499.9569,986.8088,561.6118,0.7093,left
241,person,917.2485,830.8143,944.7986,893.3068,0.6845,left
241,person,1456.8541,531.4067,1479.7367,603.3094,0.6817,left
241,person,1497.3534,529.3353,1521.4376,592.2583,0.679,left
241,person,1610.7594,850.6135,1645.8146,923.1976,0.6611,left
241,person,1334.6849,886.8854,1374.0773,985.643,0.6449,left
241,person,1148.5736,533.9276,1165.9862,595.2012,0.594,left
241,person,1383.4893,465.1436,1402.3912,517.8805,0.5685,left
241,person,1062.5853,383.2871,1086.3015,431.2536,0.503,left
241,person,1433.8337,409.9276,1456.9006,458.6259,0.4962,left
241,person,1445.2811,456.9503,1463.4327,515.7839,0.4858,left
241,person,1472.5248,435.7105,1497.4359,493.0893,0.4817,left
241,person,1143.1458,949.7745,1188.5314,1020.9725,0.4189,left
242,person,515.1072,644.9755,543.7608,720.6802,0.8022,left
242,person,667.5683,539.7071,691.9607,604.2974,0.7975,left
242,person,886.0516,738.8831,939.4089,815.9244,0.7892,left
242,person,1362.8445,664.697,1399.3169,736.2014,0.7873,left
242,person,749.4158,443.582,769.425,492.557,0.7767,left
242,person,1082.8929,425.3999,1106.0068,474.3685,0.7475,left
242,person,1004.3579,411.1873,1024.6207,463.2321,0.7165,left
242,person,1670.272,805.4312,1706.7891,897.2798,0.7144,left
242,person,243.5416,469.6369,272.8475,523.9939,0.7024,left
242,person,642.0635,448.4161,664.0926,506.7255,0.7002,left
242,person,1494.4769,528.9246,1520.1483,591.6426,0.6809,left
242,person,1610.1105,850.3792,1645.7344,923.7455,0.6752,left
242,person,917.0421,830.8711,944.8547,893.347,0.6672,left
242,person,1456.5258,531.5283,1479.4,603.8826,0.6659,left
242,person,959.8146,500.8537,984.8418,560.5931,0.661,left
242,person,1334.348,887.0341,1374.027,984.9291,0.636,left
242,person,1146.8932,534.8065,1165.9706,597.0195,0.6078,left
242,person,1381.9871,463.4886,1401.2191,520.3982,0.5857,left
242,person,1444.9318,459.3907,1463.0417,515.9236,0.5214,left
242,person,1433.6039,409.9079,1456.5565,458.6463,0.446,left
242,person,1062.894,383.122,1087.3763,430.4353,0.4396,left
243,person,667.6794,539.8724,691.9103,605.0537,0.7922,left
243,person,885.0513,738.8082,939.004,815.9703,0.7749,left
243,person,515.5063,644.8254,543.5374,721.0873,0.7712,left
243,person,1363.038,664.6279,1397.7844,736.5396,0.7701,left
243,person,743.942,443.0206,769.524,493.0913,0.7666,left
243,person,960.1418,500.0245,981.3542,559.8606,0.7226,left
243,person,1667.9865,804.982,1704.8807,897.421,0.7033,left
243,person,243.7494,469.9816,271.6429,523.7529,0.6971,left
243,person,642.1604,447.9412,663.8487,505.3973,0.6885,left
243,person,1609.875,850.19,1645.5044,923.7319,0.6654,left
243,person,1492.2555,528.4434,1519.2079,591.837,0.6534,left
243,person,1004.3613,409.5542,1023.5706,461.8102,0.6408,left
243,person,1455.9796,531.5151,1478.564,603.6866,0.6384,left
243,person,1083.1719,422.6957,1104.2631,473.2621,0.6342,left
243,person,1334.3129,886.8774,1373.9259,984.9163,0.6306,left
243,person,916.6533,830.597,945.0667,892.9959,0.5462,left
243,person,1444.5853,459.4828,1463.1235,515.762,0.5379,left
243,person,1379.4757,463.9164,1398.9047,520.7054,0.4923,left
243,person,1144.7666,535.2781,1165.3077,595.0283,0.4663,left
243,person,1041.8774,355.9203,1058.4548,398.7257,0.4613,left
243,person,1473.2117,436.0444,1494.6832,493.2547,0.4611,left
243,person,1063.1115,383.6564,1087.9526,430.9447,0.4208,left
244,person,667.6701,539.0579,692.0209,605.8718,0.7903,left
244,person,1363.462,666.5369,1396.5111,735.6708,0.7629,left
244,person,885.4089,739.2911,938.5237,815.9659,0.7617,left
244,person,515.6606,645.6817,543.0984,721.4677,0.7594,left
244,person,741.5211,445.298,768.9027,493.1738,0.7321,left
244,person,956.5439,499.3369,979.4191,559.8679,0.7154,left
244,person,1669.207,805.0177,1703.049,896.9319,0.6795,left
244,person,1609.9506,850.0208,1645.4269,924.0029,0.6652,left
244,person,642.1451,447.8913,663.5009,505.248,0.6602,left
244,person,1491.3032,528.594,1517.4745,592.1455,0.6455,left
244,person,245.1422,469.5085,271.3532,522.6262,0.6362,left
244,person,1334.203,887.1998,1373.9856,985.422,0.6291,left
244,person,1455.7086,531.4885,1478.4056,602.4402,0.594,left
244,person,1083.2117,422.5963,1103.2778,473.4445,0.5891,left
244,person,1003.8104,409.2265,1021.9616,461.4307,0.5791,left
244,person,916.801,830.9363,944.8976,892.9666,0.5074,left
244,person,1443.9532,458.4559,1463.623,515.518,0.506,left
244,person,1472.9236,436.106,1493.4684,492.6265,0.4888,left
244,person,1377.9854,466.526,1397.2133,520.9173,0.4646,left
244,person,1041.1599,354.8487,1055.0144,398.8248,0.4116,left
245,person,667.0673,539.424,692.3685,605.9499,0.7952,left
245,person,741.2706,444.8627,768.9086,493.0512,0.7696,left
245,person,1363.1891,666.4457,1395.2319,735.3448,0.7582,left
245,person,884.7698,739.2664,938.5329,816.2,0.7555,left
245,person,516.1851,645.675,542.8738,721.5831,0.7466,left
245,person,956.2231,498.7141,976.6231,559.4282,0.7315,left
245,person,642.0359,447.7236,663.0627,504.687,0.6637,left
245,person,1610.332,850.3799,1645.1177,924.1677,0.6596,left
245,person,1667.2867,805.4989,1701.6088,896.9491,0.6515,left
245,person,1377.3727,468.8593,1396.5424,520.7375,0.6358,left
245,person,1334.0787,887.2522,1374.0597,986.1826,0.6331,left
245,person,247.9444,469.3125,274.2354,521.9349,0.5889,left
245,person,1489.7047,527.9678,1516.6909,592.1554,0.5857,left
245,person,1454.8691,531.5856,1478.2202,602.8116,0.5405,left
245,person,1471.4857,436.037,1493.2012,492.2261,0.5116,left
245,person,1040.6039,355.5489,1053.8463,397.4181,0.5088,left
245,person,916.8544,831.3977,945.1156,892.3198,0.4344,left
245,person,1082.3309,423.6333,1100.587,473.0279,0.4178,left
245,person,1444.6868,457.7985,1463.1646,516.3816,0.4087,left
246,person,666.9421,539.2159,692.2995,606.3843,0.7979,left
246,person,1363.4529,666.6874,1394.1599,736.1636,0.7752,left
246,person,886.0457,739.1646,938.3284,816.2344,0.7666,left
246,person,741.2224,446.5585,767.7054,493.0441,0.7552,left
246,person,516.8615,646.384,542.2853,721.8531,0.7306,left
246,person,954.7341,500.4413,974.8394,558.7679,0.7204,left
246,person,1664.0885,805.3759,1699.6198,896.2455,0.6924,left
246,person,1610.3676,850.5432,1644.7789,924.5544,0.6621,left
246,person,642.1957,447.3479,662.9859,504.2754,0.6473,left
246,person,1375.9369,469.5973,1394.3467,521.181,0.6345,left
246,person,1334.1024,887.2414,1374.0256,985.7833,0.6326,left
246,person,1488.3209,528.3206,1516.1951,592.1208,0.6179,left
246,person,249.6239,469.3543,274.9178,522.3247,0.5828,left
246,person,1136.7913,533.723,1164.2238,595.6579,0.5686,left
246,person,1456.5139,531.7046,1477.6465,603.1404,0.5214,left
246,person,1469.7126,435.6562,1493.3943,491.0618,0.4968,left
246,person,917.3313,832.0215,945.5925,891.4847,0.4683,left
246,person,1037.6289,354.641,1053.1205,397.39,0.4388,left
246,person,1433.027,410.7044,1456.8618,462.2986,0.4326,left
246,person,1444.6073,457.7001,1463.6432,515.8154,0.4075,left
247,person,666.225,539.64,692.2979,607.1087,0.8078,left
247,person,516.9703,646.7249,542.7645,721.8427,0.7884,left
247,person,1363.3119,666.7819,1392.8486,736.1602,0.7781,left
247,person,886.1851,739.4937,937.8633,816.1167,0.7694,left
247,person,740.2632,447.2445,766.3567,492.6573,0.7623,left
247,person,953.5155,499.0376,974.8224,559.6557,0.7087,left
247,person,1373.9979,471.0563,1393.5649,522.157,0.69,left
247,person,642.0152,445.7825,662.9246,503.3421,0.6689,left
247,person,1610.7272,850.937,1644.5186,924.5481,0.6682,left
247,person,1487.5834,528.1141,1515.3004,591.8451,0.6681,left
247,person,1661.7319,805.8602,1699.3418,895.7917,0.6643,left
247,person,253.3298,468.6215,274.4632,521.7781,0.6613,left
247,person,1334.2115,888.0225,1373.9762,986.3685,0.6582,left
247,person,1457.0923,532.0836,1476.734,602.3859,0.5996,left
247,person,1134.5966,533.777,1163.327,594.7989,0.5871,left
247,person,1468.6711,435.5202,1491.1415,490.3175,0.5571,left
247,person,1433.1278,411.4035,1456.8948,462.1018,0.4788,left
247,person,1444.5659,458.6609,1463.9905,515.6442,0.4186,left
248,person,517.1942,646.7897,544.255,722.3679,0.8145,left
248,person,666.293,540.4794,692.8167,607.4389,0.7978,left
248,person,1363.6343,666.769,1391.209,735.8549,0.7578,left
248,person,886.2393,739.7968,937.816,816.0786,0.7549,left
248,person,1373.3229,470.6224,1392.6962,522.7798,0.6761,left
248,person,642.0275,445.2747,662.9695,503.0597,0.6726,left
248,person,1610.7917,851.0145,1643.6724,924.6903,0.6669,left
248,person,1661.2523,805.6159,1697.4369,894.6645,0.6637,left
248,person,1334.3114,888.2762,1373.8076,986.8732,0.6619,left
248,person,1487.8876,528.0475,1515.1201,590.3792,0.6585,left
