frame,class,x1,y1,x2,y2,confidence
90,person,152.5806,740.4479,215.8714,834.6802,0.8340
90,person,498.4614,504.5405,545.4611,572.1342,0.8249
90,person,1047.9338,747.7949,1092.8525,844.4954,0.8247
90,person,1079.8816,484.7072,1126.3809,552.5312,0.8062
90,person,1418.4298,446.4096,1466.2994,517.1837,0.8023
90,person,1336.8678,609.6996,1365.3004,695.5767,0.7953
90,person,301.0068,502.6759,339.9045,577.7917,0.7913
90,person,951.8996,388.5609,991.4156,449.3544,0.7814
90,person,1070.4347,382.6504,1106.4818,444.8495,0.7684
90,person,385.8225,919.9506,440.7481,1041.9867,0.7474
90,person,1206.8882,869.1294,1240.6763,978.9828,0.7122
90,person,740.6113,818.4987,780.0187,913.6482,0.6824
90,sports ball,259.1951,790.2783,273.8963,805.7294,0.6420
90,person,609.4622,304.2272,636.1226,361.0628,0.6303
90,person,1524.0880,502.2403,1552.0801,579.7409,0.6244
90,person,1439.8630,407.2310,1474.1307,481.0833,0.6215
90,person,922.4291,437.0197,959.2165,501.3990,0.4373
90,person,1338.5273,340.2098,1366.7725,393.1978,0.4333
91,person,157.1808,737.3361,223.6610,830.4220,0.8765
91,person,1423.7300,628.5499,1485.2051,719.1340,0.8523
91,person,503.0272,504.9910,549.8622,572.2976,0.8509
91,person,479.5521,688.2812,547.4272,787.6474,0.8476
91,person,1053.6886,744.2438,1099.9125,841.7885,0.8425
91,person,1058.9926,642.3245,1096.5109,733.0460,0.8420
91,person,920.0490,642.3338,959.8742,734.7360,0.8291
91,person,310.2066,503.7542,344.4425,575.2869,0.8002
91,person,1341.0863,606.8677,1370.0050,697.1417,0.7890
91,person,1213.9275,867.5858,1245.5233,973.3815,0.7867
91,person,1426.4286,446.3510,1469.6484,518.4822,0.7690
91,person,395.8818,917.2299,451.8517,1036.4458,0.7615
91,person,1082.0775,482.6551,1127.7404,553.2078,0.7447
91,person,955.4689,387.2307,995.9305,448.0175,0.7237
91,person,1074.0100,383.3524,1109.1461,444.8092,0.7203
91,person,618.8770,304.8857,643.8434,362.2471,0.7026
91,person,927.1804,434.0445,962.5655,500.2038,0.6515
91,person,1441.0376,406.4096,1476.1082,478.6567,0.6390
91,person,1340.9310,343.3257,1367.7443,392.1829,0.6152
91,person,1519.9308,502.5600,1553.8749,579.0242,0.6117
91,person,745.9472,818.1892,779.9715,891.3439,0.5808
91,person,1386.8372,377.3173,1413.1655,431.5229,0.5569
91,sports ball,261.9797,787.5121,277.0782,802.1592,0.4816
91,person,1179.1000,231.5285,1203.2186,280.3171,0.4764
92,person,163.0234,734.5074,229.5737,826.9971,0.8721
92,person,1061.5137,641.5311,1101.7123,730.8875,0.8462
92,person,924.6191,640.0007,965.8896,732.8820,0.8361
92,person,1428.7390,627.7911,1481.5442,720.1839,0.8306
92,person,479.6875,684.6485,550.9266,779.5162,0.8189
92,person,1343.9883,603.9287,1376.1500,694.3583,0.8127
92,person,1061.2866,741.9312,1107.3533,832.8322,0.8030
92,person,408.4158,914.5103,463.8168,1032.8752,0.7906
92,person,1078.8801,386.4508,1109.0050,445.5350,0.7632
92,person,1430.7802,448.8919,1472.3068,518.0854,0.7405
92,person,1384.9491,377.9891,1411.1775,434.3623,0.7377
92,person,930.6010,435.4752,967.0364,501.5424,0.7046
92,person,1219.3837,863.4532,1250.8137,972.4373,0.7002
92,person,1519.3721,502.5253,1555.5817,576.8300,0.6965
92,person,315.9480,502.7361,347.9050,573.9994,0.6876
92,person,627.1207,307.6171,652.1683,362.6951,0.6689
92,person,1344.7460,343.3547,1365.9912,394.5977,0.6609
92,person,958.7536,389.2382,986.1015,447.5366,0.5707
92,sports ball,263.6220,785.3875,279.1581,799.6615,0.5603
92,person,748.1326,817.5850,780.4880,903.7094,0.5533
92,person,1086.9728,483.4809,1109.3025,553.4954,0.4907
92,person,1442.0271,408.1429,1470.2798,474.6626,0.4694
92,person,507.7191,503.1960,549.6755,571.4203,0.4686
92,person,507.7424,503.1805,536.7183,571.2546,0.4292
92,person,946.7053,951.2908,995.6633,1014.9543,0.4261
93,person,926.3784,638.1592,972.3091,731.2685,0.8530
93,person,481.0426,679.0995,553.2834,771.9086,0.8396
93,person,1063.9337,639.9774,1107.7476,729.9749,0.8264
93,person,168.4610,731.6260,234.2626,826.0247,0.8253
93,person,1522.1624,503.1598,1562.1042,578.9504,0.7880
93,person,1069.8790,739.6745,1115.4191,827.5677,0.7863
93,person,1348.2297,604.1741,1380.8928,685.7822,0.7715
93,person,420.4407,911.7645,475.7472,1029.2358,0.7705
93,person,1435.7933,627.5387,1480.0129,718.5853,0.7700
93,person,1084.3242,387.5077,1109.9509,446.7624,0.7410
93,person,321.9189,501.9318,352.8237,572.6756,0.7210
93,person,1390.1147,377.4700,1416.2721,433.7189,0.7042
93,person,512.4647,502.6021,548.1736,571.3914,0.6831
93,person,1224.6449,861.9446,1256.7590,971.0532,0.6757
93,person,933.8870,434.7580,973.7787,503.5950,0.6647
93,person,1089.8074,484.8538,1123.8687,554.0041,0.6574
93,person,637.6838,307.1113,661.7085,363.2800,0.6462
93,person,749.4752,816.2580,784.1927,908.4630,0.6327
93,sports ball,265.5350,780.8851,281.2493,795.6969,0.6283
93,person,1437.2963,450.0923,1473.8225,518.2192,0.5470
93,person,964.5943,389.9657,988.8045,449.0370,0.5081
94,person,1066.2751,637.5150,1115.2119,726.3693,0.8706
94,person,931.8468,637.8224,976.8461,728.1775,0.8693
94,person,487.3271,679.1410,556.7021,771.2091,0.8296
94,person,1526.5336,502.9832,1567.3152,579.8963,0.8200
94,person,519.2200,503.5303,552.3860,569.5399,0.8068
94,person,1084.7406,387.7143,1117.4579,446.9670,0.7981
94,person,1438.2942,625.4501,1477.2224,715.5711,0.7852
94,person,331.6565,498.8912,365.0813,571.9924,0.7652
94,person,1077.4313,737.6446,1123.8069,826.0792,0.7620
94,person,1352.1416,604.5220,1386.1901,682.6134,0.7560
94,person,1092.5516,482.7194,1119.5083,553.0721,0.7418
94,person,754.9396,812.1346,793.7302,909.1234,0.7203
94,person,1396.0076,378.9608,1421.2981,432.5720,0.6991
94,person,432.9426,908.8177,487.8582,1026.5541,0.6758
94,person,1351.4111,345.0559,1378.6792,394.9485,0.6677
94,person,646.5070,307.6000,673.0867,365.4437,0.6440
94,person,1231.7701,859.7494,1264.4191,964.5242,0.6425
94,person,968.9121,391.1170,1002.0134,449.8778,0.5311
94,person,176.4607,729.5545,230.1182,824.5857,0.4915
94,person,1444.4109,412.4099,1471.9690,516.2833,0.4897
94,person,938.1041,438.1465,967.6778,503.1323,0.4870
94,person,938.8182,437.6344,980.5987,503.3887,0.4347
94,sports ball,268.9936,777.7820,283.5236,793.0933,0.4304
95,person,1066.8835,636.0687,1119.5355,722.5373,0.8569
95,person,937.2979,637.0035,982.1390,726.3578,0.8465
95,person,1526.0753,502.5886,1570.6219,580.9384,0.8351
95,person,526.2062,503.1292,561.9777,568.8873,0.8204
95,person,1093.5242,481.4398,1124.2572,551.6539,0.8104
95,person,1438.4366,622.8831,1473.8057,716.7257,0.7933
95,person,1086.9609,736.1054,1131.2402,824.7698,0.7845
95,person,444.6623,904.7282,500.0064,1023.0160,0.7831
95,person,756.3389,808.9950,802.1129,908.8748,0.7701
95,person,1089.2299,387.9236,1123.5648,445.5353,0.7690
95,person,1357.0847,603.3840,1390.1755,681.9564,0.7539
95,person,340.2316,496.5195,374.8219,568.5043,0.7126
95,person,183.3852,727.3693,232.6629,822.6361,0.7107
95,person,493.2801,678.4089,555.4651,768.3554,0.6965
95,person,1396.2909,377.1394,1428.8273,433.2650,0.6878
95,person,1237.8845,857.4853,1269.6710,958.1761,0.6296
95,person,974.3566,393.1937,1000.5200,452.1553,0.5891
95,person,942.7374,439.0961,984.6945,503.7735,0.5541
95,person,1353.5864,344.3035,1385.7848,398.7746,0.5425
95,person,1451.4567,414.8726,1476.5773,517.2454,0.5319
95,person,656.9414,309.2920,683.5200,364.1472,0.4733
96,person,1068.2520,635.8893,1122.5153,722.6514,0.8533
96,person,1520.9719,501.9207,1572.6395,579.8953,0.8428
96,person,938.8995,636.2422,983.8508,724.4246,0.8359
96,person,1096.1925,733.4258,1138.3837,820.8851,0.8106
96,person,528.5985,500.3992,569.9905,564.6545,0.7991
96,person,188.0660,724.8489,229.5990,818.9102,0.7807
96,person,755.1592,804.1771,804.8859,905.2435,0.7731
96,person,1093.0865,481.8247,1131.1040,553.2178,0.7659
96,person,1436.1310,619.1594,1473.3813,715.3098,0.7630
96,person,1358.3000,600.3907,1392.4979,681.6808,0.7613
96,person,1094.1486,387.7537,1129.9739,446.4326,0.7589
96,person,452.8847,903.1115,507.3812,1017.9542,0.7452
96,person,348.0493,493.8853,382.9482,567.4848,0.7415
96,person,1241.4159,856.1402,1273.7329,955.8862,0.7095
96,person,977.0019,393.2195,1003.9854,452.1417,0.6853
96,person,1398.0349,378.3017,1433.3461,434.6518,0.6614
96,person,495.0629,678.0288,537.0678,768.1408,0.5772
96,person,1354.6375,348.1392,1392.0181,398.2715,0.5639
96,person,666.4609,309.8067,692.3282,366.0545,0.5337
97,person,1520.2765,502.1153,1569.8655,579.6707,0.8208
97,person,1065.5142,635.4116,1120.8845,720.7684,0.8185
97,person,192.9711,719.1807,239.7855,814.6458,0.8109
97,person,530.7878,498.1469,575.3439,565.5315,0.7939
97,person,1436.6063,616.4689,1472.3298,712.2590,0.7909
97,person,757.9528,806.5562,807.0743,905.6543,0.7882
97,person,941.2258,634.7191,981.9020,724.4058,0.7840
97,person,460.8954,901.4013,515.8710,1014.0862,0.7809
97,person,1102.5673,729.7219,1143.2823,818.2297,0.7688
97,person,1095.0437,387.4841,1131.4391,445.7640,0.7568
97,person,498.6826,674.8063,539.0337,764.9302,0.7562
97,person,1244.8756,855.2184,1276.5020,953.7827,0.7480
97,person,1092.5555,480.7481,1130.3650,546.7770,0.7403
97,person,1361.1598,599.4373,1394.1382,680.5096,0.7313
97,person,352.8584,495.2714,390.6542,563.1429,0.7085
97,person,977.3888,392.0760,1007.8206,451.0035,0.6596
97,person,1399.4613,378.4817,1434.0942,435.3326,0.6006
97,person,1451.4514,451.4357,1476.7521,519.6751,0.5971
97,person,674.6301,310.0391,698.7352,365.5220,0.5439
97,person,1355.6129,346.1366,1391.2899,397.8737,0.5022
97,person,951.5666,439.7235,979.0192,504.4829,0.4777
97,person,1447.5692,413.7891,1472.1654,457.9849,0.4509
98,person,499.0699,670.4116,541.9889,764.0560,0.8472
98,person,533.2297,497.6208,581.5741,564.2523,0.8250
98,person,197.1053,714.7939,248.0471,808.0796,0.8227
98,person,470.4382,897.8432,523.8314,1009.0607,0.8094
98,person,944.2222,635.2429,980.5079,720.8661,0.8055
98,person,764.5898,807.2545,809.3961,903.4374,0.7713
98,person,1439.2819,614.4133,1473.1906,708.1095,0.7636
98,person,1109.8647,728.9856,1149.4808,816.9577,0.7596
98,person,1099.2201,388.1957,1135.4473,443.7990,0.7547
98,person,357.6155,493.4985,395.7445,561.6313,0.7487
98,person,1365.0964,598.4086,1396.8239,680.3864,0.7434
98,person,1089.7786,480.8969,1134.9382,547.2164,0.7361
98,person,1069.0082,635.9952,1105.0323,719.6185,0.7188
98,person,979.1644,391.7659,1013.6882,452.4738,0.7143
98,person,1245.3641,851.1434,1282.5042,952.0170,0.6970
98,person,1446.8024,451.4117,1479.0297,520.0646,0.6749
98,person,1523.7421,504.4901,1555.6377,581.2478,0.6610
98,person,1404.6389,384.0290,1435.2095,435.2513,0.6557
98,person,954.0725,439.7718,980.0416,504.7357,0.6195
98,person,1361.0802,351.7642,1386.1132,398.5984,0.4955
98,person,682.4812,312.3227,707.3667,365.8536,0.4219
98,person,1448.0603,413.4717,1472.7964,459.9919,0.4210
99,person,499.1687,666.6880,547.0282,760.3585,0.8365
99,person,1070.4536,634.5919,1116.3177,718.1545,0.8300
99,person,201.0875,711.2175,257.0522,801.1842,0.8237
99,person,945.9702,633.0908,983.4425,720.7946,0.8214
99,person,479.9621,896.8088,530.9181,1005.4010,0.8128
99,person,1436.1915,611.6759,1475.2791,703.2370,0.8046
99,person,1368.5273,595.0770,1401.4203,680.7057,0.7603
99,person,1117.6725,726.7256,1157.4694,815.0162,0.7543
99,person,539.3531,497.0536,581.1233,562.3525,0.7462
99,person,1445.9019,451.9483,1484.6045,521.3943,0.7452
99,person,771.2809,806.6023,811.0181,901.7758,0.7434
99,person,980.4388,391.3963,1018.4370,449.2477,0.7016
99,person,367.9469,493.6214,401.4074,561.1664,0.6926
99,person,1102.2917,389.3807,1136.5662,443.0940,0.6507
99,person,1089.0540,485.7225,1136.4222,545.0522,0.6485
99,person,955.8138,439.0533,985.3619,505.2080,0.6438
99,person,1253.0187,850.4544,1285.6067,947.9500,0.6311
99,person,1406.2556,384.8671,1435.1801,435.5179,0.5174
99,person,691.0700,311.4949,716.0479,364.8073,0.4660
99,person,1448.8191,413.4499,1474.0682,460.4230,0.4488
99,person,1525.1678,505.7530,1554.7698,581.0413,0.4206
99,person,1363.6125,352.6489,1381.5236,399.6706,0.4169
100,person,498.9749,664.8368,552.0638,752.7708,0.8695
100,person,1073.1940,631.9442,1113.1967,717.9027,0.8484
100,person,952.4398,629.4923,990.6971,718.6667,0.8375
100,person,202.1041,708.1196,264.7827,801.2261,0.8361
100,person,1435.2255,609.8658,1477.2720,699.5226,0.8106
100,person,1448.0264,453.1497,1490.3812,520.2342,0.7737
100,person,1126.1741,725.6041,1166.2046,814.0594,0.7621
100,person,1372.6288,593.1296,1406.1591,678.5369,0.7487
100,person,489.5122,892.1155,537.6681,1002.7184,0.7459
100,person,376.1036,491.1348,405.7689,558.9937,0.7396
100,person,773.8876,805.5335,812.6020,898.1395,0.7209
100,person,960.0903,438.1506,991.4189,504.2764,0.7177
100,person,984.4717,392.6656,1021.0294,448.2121,0.6530
100,person,1104.4929,390.6454,1136.9451,443.9539,0.6522
100,person,546.4714,497.7216,575.9331,562.6650,0.6409
100,person,1255.7607,847.5419,1292.1548,947.8314,0.6279
100,person,1521.9974,506.3258,1557.8005,581.8323,0.5792
100,person,1096.0022,487.4904,1135.5406,545.9037,0.5703
100,person,1409.1046,385.5404,1437.0817,436.5408,0.5156
100,sports ball,286.3710,757.2686,301.1843,769.5306,0.4536
101,person,495.6481,660.9240,557.7346,749.5269,0.8262
101,person,206.0348,706.4775,272.1505,796.3585,0.8177
101,person,1077.8430,629.0681,1120.5348,715.5277,0.8111
101,person,957.9147,626.0214,997.4193,714.2772,0.8047
101,person,1450.2410,454.2440,1496.4452,520.9014,0.7674
101,person,1379.1740,592.0328,1410.7185,673.4036,0.7476
101,person,552.6854,497.0115,578.0662,561.1804,0.7379
101,person,1135.3916,723.7213,1174.7603,810.6132,0.7188
101,person,385.8224,491.4493,412.7032,559.8113,0.7164
101,person,1435.3914,610.3524,1477.7552,696.9850,0.7145
101,person,775.8045,803.9213,817.2971,895.6417,0.6959
101,person,500.5306,889.3041,543.9124,999.1787,0.6926
101,person,1264.4305,845.5128,1297.9656,945.5578,0.6902
101,person,1524.1272,506.0218,1553.9126,580.6255,0.6817
101,person,1108.9497,392.5520,1134.8073,446.4940,0.6679
101,person,1412.1141,385.7090,1436.8751,438.6696,0.5927
101,person,1098.4475,484.3485,1128.1934,547.0988,0.5517
101,person,963.1637,437.8709,996.6702,502.4163,0.5094
101,person,990.9067,393.0513,1010.1046,449.3289,0.4551
101,person,1451.2128,414.2480,1475.3578,476.2177,0.4363
101,person,1369.8477,353.4850,1392.3817,403.5354,0.4360
102,person,1523.8035,504.1772,1556.8079,582.1266,0.8150
102,person,211.6521,704.8649,279.2134,794.8214,0.8114
102,person,1082.2345,623.4393,1123.8073,713.6836,0.8094
102,person,560.3751,496.9156,585.9826,562.3041,0.7998
102,person,1456.8080,455.4798,1500.1106,521.2703,0.7640
102,person,963.5499,624.7481,1003.2930,711.0963,0.7587
102,person,1142.9778,721.5149,1183.5455,811.5294,0.7576
102,person,1382.4871,590.8841,1415.1161,672.8311,0.7466
102,person,1439.2445,609.6290,1476.5450,693.3084,0.7389
102,person,1266.3868,845.3716,1303.8517,944.1284,0.7303
102,person,1098.7622,478.5945,1130.7720,547.6591,0.7157
102,person,511.1281,885.4422,550.2073,995.3117,0.7133
102,person,784.3907,802.1594,823.5485,892.6593,0.7090
102,person,393.2470,491.0265,420.4940,559.7485,0.6270
102,person,1416.4803,385.8818,1438.1711,437.5898,0.6257
102,person,965.3709,437.6050,1003.4537,501.4809,0.5718
102,person,1111.1899,391.3061,1135.9795,446.3948,0.5542
102,person,496.3123,659.7109,561.5709,742.9682,0.5352
102,person,1372.5374,353.8649,1393.5656,403.2624,0.4632
103,person,1523.8909,503.5281,1561.2891,581.0854,0.8255
103,person,1085.3147,621.9562,1128.4327,709.5253,0.8127
103,person,966.8970,623.7077,1009.2629,709.0939,0.7864
103,person,1150.1229,720.0928,1191.4806,807.0361,0.7664
103,sports ball,300.9556,747.0721,314.2535,759.5682,0.7658
103,person,223.7065,703.3237,277.7707,794.6385,0.7638
103,person,562.1810,494.9686,592.9235,559.2488,0.7470
103,person,1387.4114,589.6403,1419.6361,667.0985,0.7322
103,person,522.1229,883.2383,558.5667,990.9695,0.7279
103,person,1102.8857,480.3311,1130.4878,546.5510,0.7205
103,person,788.9788,799.5811,828.6332,890.2136,0.7171
103,person,401.0320,489.6758,431.5814,557.5602,0.7138
103,person,1460.4841,457.4119,1502.6134,521.4675,0.7026
103,person,1274.7679,842.0603,1309.7338,940.0280,0.6973
103,person,1444.2917,609.9742,1475.4783,691.7493,0.6858
103,person,1419.5685,386.6043,1442.5570,438.0877,0.6339
103,person,967.8625,439.9688,1008.6881,503.0841,0.6149
103,person,1114.1376,390.1320,1142.8401,445.7766,0.5451
103,person,504.3152,659.2848,535.6645,743.6906,0.5265
103,person,1375.1906,352.9432,1399.8798,404.1130,0.4989
103,person,1000.4969,396.7491,1024.8201,453.1117,0.4490
103,person,726.8099,312.3541,752.4304,368.7318,0.4079
104,person,1090.9324,622.0423,1134.4071,706.7513,0.8212
104,person,1524.8770,501.9766,1564.5172,579.5801,0.7886
104,person,231.9622,700.8098,280.0045,790.1686,0.7774
104,person,976.1993,624.1644,1011.7950,707.1334,0.7677
104,person,791.7109,796.2438,834.5284,887.1292,0.7083
104,person,1159.8169,717.6229,1199.8492,805.3784,0.6950
104,person,1391.2214,589.9154,1423.6868,666.2836,0.6928
104,person,409.0009,487.4392,443.8239,552.7580,0.6809
104,person,1421.5649,387.8444,1447.8314,438.4080,0.6733
104,person,1104.2411,479.7204,1136.4453,546.3481,0.6603
104,person,508.1508,658.0208,539.8461,742.3975,0.6499
104,person,569.7096,495.1109,602.4540,559.3968,0.6485
104,person,532.5209,880.5842,567.3242,988.0688,0.6481
104,person,1119.4597,390.5034,1150.3500,446.1160,0.6471
104,person,1283.1802,839.0825,1316.8613,936.6553,0.6397
104,person,1466.3075,458.4417,1504.1187,522.6176,0.6252
104,person,1447.4723,607.9684,1475.4728,691.9457,0.6092
104,person,1377.3190,353.6251,1404.0597,403.6427,0.5091
104,person,737.3973,315.2051,761.2914,368.4872,0.4875
104,person,1003.7014,397.3802,1023.7108,452.9819,0.4873
104,person,976.2378,440.3929,1013.1753,501.7678,0.4282
104,sports ball,305.8142,743.1284,319.9644,757.0814,0.4203
105,person,1093.4717,622.3716,1140.7178,703.0497,0.8487
105,person,575.8925,493.0352,614.6835,560.0089,0.8054
105,person,1522.9219,502.3127,1568.9982,577.9654,0.7912
105,person,796.9973,792.7020,843.3171,884.3260,0.7485
105,person,982.2133,623.2239,1017.2893,705.4368,0.7477
105,person,241.4070,695.3615,289.2166,788.0242,0.7294
105,person,1122.3585,390.5957,1158.3572,447.0254,0.7249
105,person,419.9537,486.0060,452.9683,553.1100,0.6946
105,person,1396.5928,588.4303,1428.9131,663.7683,0.6800
105,person,1169.5735,715.0480,1210.1870,801.4639,0.6791
105,person,1107.8203,477.8246,1144.2275,542.5493,0.6400
105,person,508.0188,654.7090,548.3287,739.1893,0.6338
105,person,1287.9185,836.6929,1322.8850,935.7578,0.6263
105,person,1007.6743,397.2655,1030.6906,453.0584,0.6092
105,person,1449.4105,601.8075,1477.6899,690.3210,0.6052
105,person,544.6245,877.7313,577.8256,983.1878,0.5576
105,person,1425.3292,387.7084,1453.1479,441.0533,0.5480
105,person,746.5741,315.3761,772.2495,368.3555,0.5417
105,person,1379.6006,354.1166,1412.5902,404.9693,0.5232
105,person,982.3398,442.7631,1005.6696,502.6558,0.4575
105,sports ball,312.7990,738.8351,326.0397,753.0258,0.4439
105,person,1461.2676,420.7219,1485.2269,468.7640,0.4085
106,person,1099.7111,621.3892,1146.7864,700.9117,0.8423
106,person,1520.7338,502.3691,1572.9177,576.8985,0.8262
106,person,251.1539,690.3716,296.1527,783.4459,0.7973
106,person,990.7234,623.0120,1020.6396,703.3827,0.7880
106,person,512.1329,650.9012,557.1528,735.2078,0.7793
106,person,804.7656,791.6440,850.4927,880.5721,0.7724
106,person,578.3867,495.9989,621.7640,557.7036,0.7664
106,person,1111.5465,478.0731,1149.4354,538.9482,0.7458
106,person,427.6635,486.4905,462.1295,551.2803,0.7408
106,person,1453.5531,600.7097,1480.6011,686.7070,0.7093
106,person,1404.7120,587.7882,1433.5460,660.4990,0.7024
106,person,1179.7159,712.6145,1218.7592,796.9221,0.6961
106,person,1298.0420,834.9868,1331.4452,933.2532,0.6642
106,person,1382.8330,355.6289,1416.2739,404.0543,0.6549
106,person,1126.7135,390.6157,1162.2510,445.3803,0.6446
106,person,1429.7098,388.8640,1459.2458,441.5874,0.5971
106,person,1011.8828,397.1111,1038.7145,452.2678,0.5966
106,person,555.5616,875.9539,589.3530,979.6101,0.5637
106,sports ball,318.0105,736.2530,332.5822,748.9327,0.5564
106,person,755.2473,319.3227,782.4730,369.1128,0.5523
106,person,988.3775,443.2663,1018.8041,503.2299,0.5232
107,person,517.5255,645.2322,566.1634,730.1487,0.8215
107,person,1105.1060,622.5024,1148.3723,700.3070,0.7854
107,person,261.9974,688.1203,301.6944,779.2028,0.7726
107,person,997.2116,622.0902,1024.4364,702.7082,0.7719
107,person,1190.7858,711.3177,1229.5479,793.6016,0.7703
107,person,814.8631,790.8955,855.6685,879.0125,0.7570
107,person,1528.6002,503.4380,1573.2239,576.4072,0.6920
107,person,1113.7042,478.1143,1154.9575,538.5095,0.6653
107,person,438.8693,484.7647,473.8036,549.2348,0.6628
107,person,1411.7740,585.4219,1439.6277,661.1077,0.6505
107,person,589.7699,494.4593,625.9373,558.8998,0.6482
107,person,1456.4656,599.2172,1488.9000,685.4502,0.5943
107,person,1306.9835,833.9815,1339.0054,929.8356,0.5844
107,person,767.5997,320.6862,794.9696,368.7648,0.5560
107,person,1434.3589,390.6073,1462.6454,442.6731,0.5424
107,person,568.8663,873.0538,602.0959,975.6932,0.4750
107,person,1487.6387,454.5222,1509.8065,523.2593,0.4747
107,person,1015.7203,396.9312,1047.9199,453.5086,0.4564
107,person,1468.4502,420.5966,1493.6455,474.8673,0.4409
107,person,1134.5951,391.2861,1166.0867,445.1445,0.4283
107,person,1390.6978,355.6915,1418.9960,405.7284,0.4209
108,person,521.7865,642.2427,573.9930,724.4979,0.8316
108,person,1112.1793,622.5702,1149.9723,698.9752,0.8195
108,person,272.6324,684.6384,310.0961,769.9977,0.7835
108,person,1004.5107,618.5633,1033.0356,700.5519,0.7756
108,person,1201.4933,710.0320,1237.7435,792.7654,0.7547
108,person,1120.9015,477.8820,1158.2292,536.9665,0.6958
108,person,452.0301,486.3751,483.4307,547.8458,0.6873
108,person,1417.2101,585.3519,1445.3267,659.4536,0.6835
108,person,600.4109,494.5280,633.9298,556.3253,0.6611
108,person,1457.1443,596.7042,1494.8225,683.5116,0.6574
108,person,826.6225,790.6238,862.5969,876.7925,0.6106
108,person,1002.6962,445.0984,1027.2714,501.2314,0.5985
108,person,1492.7384,456.5988,1515.0111,523.4449,0.5979
108,person,1022.0923,396.3519,1056.3517,451.7342,0.5729
108,person,1315.4978,831.8207,1346.6150,926.4987,0.5603
108,person,1471.9153,421.5633,1497.3956,479.1541,0.5159
108,person,1440.2893,392.3058,1466.7177,443.3721,0.5140
108,person,580.8099,869.5259,614.4337,971.1601,0.5093
108,person,1533.2025,504.3606,1572.3929,576.9364,0.4748
108,person,1397.5430,360.1871,1424.4578,404.4188,0.4111
109,person,526.0063,640.5762,579.8088,719.9854,0.8219
109,person,1117.7819,618.9106,1152.1354,697.9120,0.8157
109,person,1011.1406,616.8823,1041.9855,699.7165,0.8103
109,person,279.9868,680.3667,319.8873,763.7855,0.7704
109,person,1321.5471,830.6915,1352.7303,928.1379,0.7445
109,person,1211.1438,706.6634,1248.0758,790.4294,0.7363
109,person,1128.0210,478.4841,1156.8308,538.5959,0.7342
109,person,1457.6711,594.9884,1502.0204,678.6370,0.7303
109,person,789.6960,322.3104,818.1733,370.1674,0.6364
109,person,1423.9742,582.9954,1452.1121,657.9355,0.6356
109,person,608.6082,496.1485,636.7803,554.2816,0.6266
109,person,1493.9712,455.0364,1521.8611,523.1331,0.6160
109,person,461.5334,486.2607,491.4634,548.1833,0.6136
109,person,1006.2354,442.7365,1035.9849,500.7804,0.6061
109,person,592.4242,865.7659,625.8655,970.1584,0.5839
109,person,1540.8271,507.0313,1563.5117,575.9075,0.5534
109,person,833.7303,790.3391,870.5308,871.7996,0.5413
109,person,1146.5361,393.0519,1171.9824,446.7732,0.5189
109,person,1026.9409,397.2732,1057.3430,450.1189,0.4449
109,person,1447.2026,396.0781,1467.9095,444.1045,0.4162
110,person,1124.4679,617.6543,1154.0341,696.8102,0.8107
110,person,287.9544,674.6060,326.3285,756.7920,0.8011
110,person,1459.2108,595.5861,1506.6317,673.1506,0.7914
110,person,1016.1274,614.7867,1049.3518,697.7371,0.7413
110,person,1221.0898,705.8267,1257.4762,788.4886,0.7075
110,person,472.1037,485.6887,499.1474,544.1836,0.6786
110,person,1430.8335,581.9414,1458.4052,655.6811,0.6740
110,person,617.9824,496.9405,639.2131,553.4184,0.6383
110,person,530.1442,639.7761,572.8532,715.6016,0.6046
110,person,1133.4218,479.7168,1154.1946,539.7194,0.6031
110,person,603.1478,864.9582,638.0870,967.0717,0.5947
110,person,1330.1810,827.9750,1360.8029,925.7835,0.5927
110,person,1497.2341,459.5325,1528.4785,523.3414,0.5649
110,person,795.6037,322.5404,830.7039,370.9360,0.5223
110,person,841.0129,787.6864,876.4296,865.9823,0.5187
110,person,1011.1757,442.4978,1044.6292,502.2719,0.4966
110,person,1152.1937,394.3563,1174.4366,446.0668,0.4909
110,person,1542.8972,507.3872,1568.2405,574.6774,0.4345
111,person,1130.3768,615.6788,1162.3752,695.4095,0.8522
111,person,1465.3484,594.7609,1511.1786,673.0855,0.7764
111,person,296.7173,674.0259,336.0880,754.9354,0.7733
111,person,1021.3028,611.8195,1057.6869,696.1356,0.7553
111,person,622.6381,494.8584,651.5907,552.2582,0.7451
111,person,479.5528,485.2508,506.9311,545.0451,0.7196
111,person,1231.3470,704.2302,1268.0154,788.3445,0.7157
111,person,536.1317,637.8805,576.5086,714.5852,0.6917
111,person,1434.1948,579.4963,1464.1198,653.4580,0.6688
111,person,847.2568,786.8557,882.6387,872.1169,0.6022
111,person,1498.1006,464.1965,1536.1774,524.2601,0.5878
111,person,1543.6864,506.4324,1568.9780,575.4366,0.5872
111,person,1137.3878,478.3522,1157.7451,540.1703,0.5844
111,person,1016.4280,442.7107,1051.7113,502.9823,0.5605
111,person,1336.7655,824.8619,1367.5865,925.4436,0.5477
111,person,807.9718,323.9811,840.4373,371.2031,0.5142
111,person,614.9871,862.3464,650.5571,962.4527,0.4857
111,person,1156.6437,394.4217,1180.3804,445.0768,0.4849
111,person,1480.2432,424.8826,1503.5917,482.9048,0.4355
